train/n_updates,train/loss,rollout/ep_len_mean,rollout/exploration_rate,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
5367319,0.0003220894723199308,35308.8,0.6994153005464482,5368320,8.427049287056011e-05,486,11029,-14191589.653454911,152,,
5509015,0.0028651393949985504,35308.8,0.6967603825136612,5510016,8.41192633623634e-05,486,11323,-14083467.326917922,156,,
5648407,0.000913152180146426,35308.8,0.6941486338797814,5649408,8.397049287056012e-05,486,11611,-14184904.987134181,160,,
5790103,0.00024074380053207278,35308.8,0.6914937158469946,5791104,8.38192633623634e-05,486,11909,-14288260.209606897,164,,
5932951,0.0002522322174627334,35308.8,0.6888172131147542,5933952,8.366680434596995e-05,486,12203,-14035980.88586068,168,,
6073495,0.0013436574954539537,35308.8,0.6861838797814208,6074496,8.351680434596995e-05,486,12493,-14161152.998537503,172,,
6215191,0.0006261126836761832,35308.8,0.683528961748634,6216192,8.336557483777322e-05,486,12784,-13865085.452846171,176,,
6354583,0.0005831956514157355,35308.8,0.6809172131147542,6355584,8.321680434596995e-05,486,13066,-13881455.64801502,180,,
6496279,0.0008928451570682228,35308.8,0.6782622950819672,6497280,8.306557483777323e-05,486,13353,-13911170.091036329,184,,
6639127,0.0005148886702954769,35308.8,0.6755857923497268,6640128,8.291311582137979e-05,486,13643,-14337889.92723489,188,,
6779671,0.0012601494090631604,35308.8,0.6729524590163936,6780672,8.276311582137978e-05,486,13927,-14640039.97918318,192,,
6921367,0.0002638605365063995,35308.8,0.6702975409836065,6922368,8.261188631318307e-05,487,14211,-14485559.10397545,196,,
7060759,0.00017560512060299516,35308.8,0.6676857923497268,7061760,8.246311582137979e-05,487,14492,-14376497.839756522,200,,
7202455,0.0005559187848120928,35308.8,0.66503087431694,7203456,8.231188631318308e-05,487,14777,-14739131.44613256,204,,
7345303,0.00013132319145370275,35308.8,0.6623543715846996,7346304,8.215942729678962e-05,487,15066,-14577115.94414286,208,,
7485847,0.0008838186040520668,35308.8,0.6597210382513661,7486848,8.200942729678962e-05,487,15352,-14386964.809635561,212,,
7627543,0.0002853211772162467,35308.8,0.6570661202185794,7628544,8.18581977885929e-05,487,15637,-14165901.42989585,216,,
7766935,0.0002068338799290359,35308.8,0.6544543715846995,7767936,8.170942729678963e-05,487,15923,-14001663.910533758,220,,
7908631,0.0003666169650387019,35308.8,0.6517994535519125,7909632,8.15581977885929e-05,487,16210,-14285031.97115818,224,,
8051479,0.00015592112322337925,35308.8,0.6491229508196721,8052480,8.140573877219946e-05,488,16500,-14533580.07321712,228,,
8192023,7.609451859025285e-05,35308.8,0.6464896174863389,8193024,8.125573877219946e-05,488,16785,-14539820.1381999,232,,
8333719,0.0005543765728361905,35308.8,0.6438346994535519,8334720,8.110450926400274e-05,488,17074,-14559128.495745832,236,,
8473111,0.0027527478523552418,35308.8,0.6412229508196721,8474112,8.095573877219946e-05,488,17358,-14463624.211790957,240,,
8614807,0.000154811394168064,35308.8,0.6385680327868852,8615808,8.080450926400273e-05,488,17645,-14369221.650206659,244,,
8757655,0.0007381943869404495,35308.8,0.6358915300546448,8758656,8.06520502476093e-05,488,17935,-14217498.921233546,248,,
8898199,0.0020712073892354965,35308.8,0.6332581967213115,8899200,8.050205024760929e-05,488,18219,-14063506.911990121,252,,
9039895,0.0009241460356861353,35308.8,0.6306032786885247,9040896,8.035082073941256e-05,488,18506,-14079522.518387439,256,,
9179287,0.001151026925072074,35308.8,0.6279915300546448,9180288,8.02020502476093e-05,488,18788,-13912339.925499683,260,,
9320983,0.0007769037038087845,35308.8,0.6253366120218581,9321984,8.005082073941257e-05,488,19076,-13898042.24689982,264,,
9463831,0.0008682934567332268,35308.8,0.6226601092896175,9464832,7.989836172301913e-05,488,19367,-14238325.772679582,268,,
9604375,0.0005905013531446457,35308.8,0.6200267759562843,9605376,7.974836172301913e-05,488,19658,-14001631.184907101,272,,
9746071,0.00024667277466505766,35308.8,0.6173718579234972,9747072,7.959713221482241e-05,488,19946,-14297895.138276832,276,,
9885463,0.004228703677654266,35308.8,0.6147601092896174,9886464,7.944836172301913e-05,488,20236,-14390965.168072456,280,,
10027159,0.001339751179330051,35308.8,0.6121051912568306,10028160,7.92971322148224e-05,488,20535,-14138395.995100232,284,,
10170007,0.0001533099275548011,35308.8,0.6094286885245902,10171008,7.914467319842897e-05,487,20845,-13798975.35882417,288,,
10310551,0.0035611065104603767,35308.8,0.6067953551912568,10311552,7.899467319842896e-05,487,21146,-13543341.554843297,292,,
10452247,0.0005277198506519198,35308.8,0.60414043715847,10453248,7.884344369023225e-05,487,21433,-13735351.00125408,296,,
10591639,0.0004264939925633371,35308.8,0.6015286885245902,10592640,7.869467319842897e-05,487,21717,-13803369.224923301,300,,
10733335,0.0006857754196971655,35308.8,0.5988737704918032,10734336,7.854344369023224e-05,487,22006,-13258427.42184824,304,,
10876183,0.001216113450936973,35308.8,0.5961972677595629,10877184,7.83909846738388e-05,487,22296,-13210319.918304801,308,,
11016727,0.00035161152482032776,35308.8,0.5935639344262296,11017728,7.824098467383881e-05,487,22582,-13093005.144677088,312,,
11158423,0.0007770424708724022,35308.8,0.5909090163934427,11159424,7.808975516564209e-05,487,22870,-13396291.026027307,316,,
11297815,0.00028595724143087864,35308.8,0.5882972677595628,11298816,7.794098467383881e-05,487,23153,-13441884.921335032,320,,
11439511,0.00029010974685661495,35308.8,0.585642349726776,11440512,7.778975516564208e-05,488,23441,-13275689.07681672,324,,
11582359,0.00106542999856174,35308.8,0.5829658469945356,11583360,7.763729614924864e-05,488,23732,-13227334.1332677,328,,
11722903,0.00046400108840316534,35308.8,0.5803325136612022,11723904,7.748729614924864e-05,488,24017,-13241956.42695656,332,,
11864599,0.0018556102877482772,35308.8,0.5776775956284154,11865600,7.733606664105192e-05,488,24304,-13423974.68164845,336,,
12003991,0.00018478123820386827,35308.8,0.5750658469945356,12004992,7.718729614924864e-05,488,24587,-13224047.665630909,340,,
12145687,8.858225919539109e-05,35308.8,0.5724109289617487,12146688,7.703606664105192e-05,488,24875,-13546154.582985708,344,,
12288535,0.0035585639998316765,35308.8,0.5697344262295081,12289536,7.688360762465848e-05,488,25166,-13225954.00980821,348,,
12429079,0.00027960847364738584,35308.8,0.5671010928961749,12430080,7.673360762465847e-05,488,25451,-13107030.43145231,352,,
12570775,0.0004300149157643318,35308.8,0.564446174863388,12571776,7.658237811646175e-05,488,25739,-13396391.68040268,356,,
12710167,0.0011161218862980604,35308.8,0.5618344262295083,12711168,7.643360762465847e-05,488,26023,-13582903.415161489,360,,
12851863,0.0009008296765387058,35308.8,0.5591795081967214,12852864,7.628237811646175e-05,488,26311,-13478302.326636272,364,,
12994711,0.0020494619384407997,35308.8,0.5565030054644808,12995712,7.612991910006831e-05,488,26602,-13387003.184639726,368,,
13135255,0.0014064935967326164,35308.8,0.5538696721311476,13136256,7.597991910006831e-05,488,26888,-13665377.7096849,372,,
13276951,0.001100781373679638,35308.8,0.5512147540983607,13277952,7.58286895918716e-05,488,27176,-13482150.33064694,376,,
13416343,0.00018038012785837054,35308.8,0.5486030054644808,13417344,7.567991910006832e-05,488,27460,-13434795.72853218,380,,
13558039,0.0013243351131677628,35308.8,0.5459480874316941,13559040,7.552868959187159e-05,488,27750,-13649916.807037318,384,,
13700887,0.0014671306125819683,35308.8,0.5432715846994537,13701888,7.537623057547815e-05,488,28041,-14045602.72500916,388,,
13841431,9.503835462965071e-05,35308.8,0.5406382513661203,13842432,7.522623057547815e-05,488,28333,-13931015.649794623,392,,
13983127,0.0001930454163812101,35308.8,0.5379833333333335,13984128,7.507500106728142e-05,488,28629,-13779149.82100848,396,,
14122519,0.0002797301858663559,35308.8,0.5353715846994536,14123520,7.492623057547814e-05,488,28915,-14136352.655545749,400,,
14264215,0.0007073371671140194,35308.8,0.5327166666666667,14265216,7.477500106728142e-05,488,29204,-14283011.854507498,404,,
14407063,0.0009942800970748067,35308.8,0.5300401639344263,14408064,7.462254205088799e-05,488,29496,-14503962.731171371,408,,
14547607,0.00014760938938707113,35308.8,0.5274068306010931,14548608,7.447254205088798e-05,488,29786,-14496357.198667118,412,,
14689303,8.447890286333859e-05,35308.8,0.524751912568306,14690304,7.432131254269127e-05,488,30076,-14164664.250191899,416,,
14828695,0.0010468426626175642,35308.8,0.5221401639344263,14829696,7.417254205088799e-05,488,30360,-14120584.786378719,420,,
14970391,0.0003533194540068507,35308.8,0.5194852459016395,14971392,7.402131254269127e-05,488,30651,-14109541.118644841,424,,
15113239,0.00031585892429575324,35308.8,0.5168087431693988,15114240,7.386885352629782e-05,488,30944,-13765969.501612479,428,,
15253783,0.0006888274801895022,35308.8,0.5141754098360656,15254784,7.371885352629782e-05,488,31233,-13896768.149223479,432,,
15395479,0.0006125338841229677,35308.8,0.5115204918032786,15396480,7.356762401810109e-05,488,31524,-13471158.554859128,436,,
15534871,0.00030525727197527885,35308.8,0.508908743169399,15535872,7.341885352629782e-05,488,31812,-13851564.549445193,440,,
15676567,0.0003261308593209833,35308.8,0.506253825136612,15677568,7.32676240181011e-05,488,32107,-13670495.67379312,444,,
15819415,0.0008712775306776166,35308.8,0.5035773224043716,15820416,7.311516500170766e-05,488,32401,-14002098.426470019,448,,
15959959,0.0007587246946059167,35308.8,0.5009439890710382,15960960,7.296516500170765e-05,488,32691,-13979998.164733801,452,,
16101655,0.0003468189970590174,35308.8,0.4982890710382514,16102656,7.281393549351094e-05,488,32984,-13737194.794992208,456,,
16241047,0.00019652629271149635,35308.8,0.49567732240437157,16242048,7.266516500170766e-05,488,33272,-13578433.010853067,460,,
16382743,0.0010739525314420462,35308.8,0.4930224043715848,16383744,7.251393549351093e-05,488,33566,-13548377.847185168,464,,
16525591,0.00033214519498869777,35308.8,0.49034590163934433,16526592,7.23614764771175e-05,488,33862,-13502810.157177722,468,,
16666135,0.000526288989931345,35308.8,0.48771256830601095,16667136,7.221147647711749e-05,487,34155,-13280197.696154304,472,,
16807831,0.00029004199313931167,35308.8,0.4850576502732241,16808832,7.206024696892076e-05,487,34450,-13397357.208860409,476,,
16947223,0.00032776061561889946,35308.8,0.48244590163934437,16948224,7.191147647711748e-05,487,34741,-13282744.414683992,480,,
17088919,0.0001417948806192726,35308.8,0.47979098360655736,17089920,7.176024696892077e-05,487,35036,-13233769.429765057,484,,
17231767,7.416641165036708e-05,35308.8,0.47711448087431696,17232768,7.160778795252733e-05,487,35332,-12702524.387351405,488,,
17372311,0.00048288897960446775,35308.8,0.4744811475409837,17373312,7.145778795252733e-05,487,35621,-12726539.698274989,492,,
17514007,0.0006097368896007538,35308.8,0.47182622950819675,17515008,7.130655844433061e-05,487,35914,-12789146.945891902,496,,
17653399,0.0003372950595803559,35308.8,0.46921448087431694,17654400,7.115778795252733e-05,487,36202,-12430082.87317997,500,,
17795095,0.00048018433153629303,35308.8,0.4665595628415301,17796096,7.10065584443306e-05,487,36495,-12404286.267821979,504,,
17937943,0.0007100269431248307,35308.8,0.4638830601092897,17938944,7.085409942793715e-05,487,36800,-12343724.60043364,508,,
18078487,0.0001945545373018831,35308.8,0.4612497267759563,18079488,7.070409942793716e-05,487,37093,-12587830.631414419,512,,
18220183,0.0010079217609018087,35308.8,0.4585948087431695,18221184,7.055286991974043e-05,487,37389,-12775991.030580387,516,,
18359575,0.0003896246780641377,35308.8,0.4559830601092897,18360576,7.040409942793717e-05,487,37680,-12870591.549858965,520,,
18501271,0.00027857377426698804,35308.8,0.4533281420765027,18502272,7.025286991974044e-05,487,37975,-12716957.17557385,524,,
18644119,0.00024255362222902477,35308.8,0.4506516393442623,18645120,7.0100410903347e-05,487,38272,-12804754.833312208,528,,
18784663,0.0003216161858290434,35308.8,0.4480183060109289,18785664,6.9950410903347e-05,487,38564,-12611172.391875558,532,,
18926359,0.0009222872322425246,35308.8,0.44536338797814207,18927360,6.979918139515028e-05,487,38859,-12780268.85397512,536,,
19065751,0.000992803368717432,35308.8,0.44275163934426226,19066752,6.9650410903347e-05,487,39149,-12633310.37905012,540,,
19207447,0.0003075579006690532,35308.8,0.4400967213114755,19208448,6.949918139515028e-05,486,39445,-12537068.98895286,544,,
19350295,0.003340193536132574,35308.8,0.437420218579235,19351296,6.934672237875684e-05,486,39743,-12617318.15513975,548,,
19490839,0.00019455408619251102,35308.8,0.43478688524590164,19491840,6.919672237875683e-05,486,40038,-12854969.586716617,552,,
19632535,0.00010162383841816336,35308.8,0.4321319672131148,19633536,6.904549287056012e-05,486,40333,-12723470.71260959,556,,
19771927,0.0007826862274669111,35308.8,0.42952021857923506,19772928,6.889672237875683e-05,486,40635,-12811469.080795912,560,,
19913623,0.0002235393039882183,35308.8,0.42686530054644806,19914624,6.874549287056011e-05,486,40930,-12909183.791923279,564,,
20056471,0.001221356214955449,35308.8,0.42418879781420765,20057472,6.859303385416667e-05,486,41231,-12659635.54725117,568,,
20197015,0.0001856137823779136,35308.8,0.4215554644808744,20198016,6.844303385416667e-05,486,41523,-12776067.30047878,572,,
20338711,0.0005438782391138375,35308.8,0.41890054644808744,20339712,6.829180434596994e-05,486,41819,-12496947.838631198,576,,
20478103,0.00015172717394307256,35308.8,0.41628879781420763,20479104,6.814303385416666e-05,486,42110,-12513057.787058871,580,,
20619799,0.0003786784945987165,35308.8,0.4136338797814208,20620800,6.799180434596995e-05,486,42407,-12535672.085534792,584,,
20762647,0.00026492809411138296,35308.8,0.4109573770491804,20763648,6.78393453295765e-05,486,42706,-12935164.236110909,588,,
20903191,0.00025920086773112416,35308.8,0.408324043715847,20904192,6.768934532957651e-05,486,43002,-13211964.189158771,592,,
21044887,0.0007818969315849245,35308.8,0.4056691256830602,21045888,6.753811582137978e-05,486,43302,-13058599.798581552,596,,
21080599,0.0014848272548988461,,0.40500001873671837,21081600,6.750000106728142e-05,,,,,1261440.0,-382903698.9368316
21184279,0.0016651477199047804,35308.8,0.4030573770491804,21185280,6.738934532957651e-05,424,49852,-12933607.30754835,600,,
21325975,0.0006685164989903569,35308.8,0.40040245901639354,21326976,6.723811582137979e-05,425,50150,-13264761.358750176,604,,
21468823,0.0004756104026455432,35308.8,0.39772595628415297,21469824,6.708565680498635e-05,425,50450,-13090133.0756617,608,,
21609367,0.0014872290194034576,35308.8,0.3950926229508196,21610368,6.693565680498634e-05,425,50749,-12913698.44429044,612,,
21751063,0.00010721725993789732,35308.8,0.39243770491803276,21752064,6.678442729678962e-05,426,51046,-12699307.09594489,616,,
21890455,4.794497726834379e-05,35308.8,0.3898259562841531,21891456,6.663565680498634e-05,426,51337,-12543399.875044463,620,,
22032151,0.0002067560562863946,35308.8,0.3871710382513662,22033152,6.648442729678962e-05,426,51637,-12792937.231009372,624,,
22174999,0.0009691336308605969,35308.8,0.3844945355191257,22176000,6.633196828039618e-05,426,51938,-13017013.330041911,628,,
22315543,0.0002619784791022539,35308.8,0.38186120218579234,22316544,6.618196828039618e-05,427,52233,-12985031.938176889,632,,
22457239,0.0003784906002692878,35308.8,0.3792062841530055,22458240,6.603073877219947e-05,427,52531,-12993737.3105598,636,,
22596631,0.0013716497924178839,35308.8,0.3765945355191257,22597632,6.588196828039617e-05,427,52824,-12894859.486882227,640,,
22738327,0.0006004121387377381,35308.8,0.37393961748633875,22739328,6.573073877219946e-05,428,53124,-12753379.403441057,644,,
22881175,0.00026629725471138954,35308.8,0.3712631147540985,22882176,6.557827975580602e-05,428,53427,-12564158.96748883,648,,
23021719,0.0005955505184829235,35308.8,0.3686297814207651,23022720,6.542827975580602e-05,428,53724,-12393569.8465451,652,,
23163415,0.0015915472758933902,35308.8,0.3659748633879783,23164416,6.527705024760929e-05,428,54023,-12399684.230720611,656,,
23302807,0.00021880448912270367,35308.8,0.3633631147540983,23303808,6.512827975580601e-05,429,54315,-12226411.36854512,660,,
23444503,0.00028388097416609526,35308.8,0.3607081967213115,23445504,6.49770502476093e-05,429,54613,-12191617.650156347,664,,
23587351,0.0006023356108926237,35308.8,0.3580316939890711,23588352,6.482459123121584e-05,429,54912,-12477894.09866113,668,,
23727895,0.00021115015260875225,35308.8,0.3553983606557379,23728896,6.467459123121585e-05,429,55207,-12224082.94914239,672,,
23869591,0.0001271913351956755,35308.8,0.3527434426229509,23870592,6.452336172301912e-05,430,55506,-12490379.740120318,676,,
24008983,0.002766699530184269,35308.8,0.35013169398907107,24009984,6.437459123121586e-05,430,55800,-12567867.930509908,680,,
24150679,0.0032694279216229916,35308.8,0.34747677595628423,24151680,6.422336172301913e-05,430,56101,-12309143.28764561,684,,
24293527,0.0005821224767714739,35308.8,0.34480027322404366,24294528,6.407090270662568e-05,430,56402,-11965802.47528931,688,,
24434071,0.00014261534670367837,35308.8,0.34216693989071045,24435072,6.392090270662569e-05,430,56697,-11705933.26099165,692,,
24575767,0.00024986776406876743,35308.8,0.33951202185792345,24576768,6.376967319842896e-05,431,56998,-11883103.503431987,696,,
24715159,0.0005817051278427243,35308.8,0.3369002732240438,24716160,6.36209027066257e-05,431,57292,-11947443.675983744,700,,
24856855,0.0006567121017724276,35308.8,0.3342453551912568,24857856,6.346967319842897e-05,431,57590,-11421858.153926091,704,,
24999703,0.0007080062059685588,35308.8,0.3315688524590164,25000704,6.331721418203553e-05,431,57891,-11349219.315821307,708,,
25140247,0.0020088939927518368,35308.8,0.32893551912568303,25141248,6.316721418203552e-05,432,58187,-11204871.351794124,712,,
25281943,0.0005246169748716056,35308.8,0.3262806010928962,25282944,6.301598467383881e-05,432,58486,-11489075.247606652,716,,
25421335,0.00021197428577579558,35308.8,0.3236688524590164,25422336,6.286721418203553e-05,432,58781,-11511939.97012561,720,,
25563031,0.002524253446608782,35308.8,0.32101393442622944,25564032,6.27159846738388e-05,432,59080,-11342035.72765564,724,,
25705879,0.0014906901633366942,35308.8,0.3183374316939892,25706880,6.256352565744536e-05,432,59381,-11287985.905531859,728,,
25846423,0.0005018257070332766,35308.8,0.31570409836065577,25847424,6.241352565744536e-05,433,59676,-11281764.372619381,732,,
25988119,0.00030865927692502737,35308.8,0.313049180327869,25989120,6.226229614924863e-05,433,59974,-11429059.702263601,736,,
26127511,0.00014943395217414945,35308.8,0.310437431693989,26128512,6.211352565744535e-05,433,60267,-11221105.217963127,740,,
