train/n_updates,train/loss,rollout/ep_len_mean,rollout/exploration_rate,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
52256023,5.0900140195153654e-05,35308.8,0.01,52257024,3.422705024760929e-05,422,123613,-2094613.8149685804,1480,,
52397719,1.3502874026016798e-05,35308.8,0.01,52398720,3.4075820739412564e-05,422,123934,-1955484.4676095003,1484,,
52540567,2.4950822989922017e-05,35308.8,0.01,52541568,3.3923361723019126e-05,422,124257,-1910834.96941884,1488,,
52681111,4.518403875408694e-05,35308.8,0.01,52682112,3.377336172301913e-05,422,124569,-1843990.48498887,1492,,
52822807,1.057521967595676e-05,35308.8,0.01,52823808,3.36221322148224e-05,422,124882,-1893024.0252378895,1496,,
52962199,3.626626858022064e-05,35308.8,0.01,52963200,3.347336172301912e-05,423,125189,-1896241.60996023,1500,,
53103895,3.4793389204423875e-05,35308.8,0.01,53104896,3.332213221482241e-05,423,125503,-1846066.66031001,1504,,
53246743,5.18969536642544e-05,35308.8,0.01,53247744,3.316967319842896e-05,423,125817,-1839129.2783924898,1508,,
53387287,5.148765558260493e-05,35308.8,0.01,53388288,3.301967319842896e-05,423,126126,-1809244.2379053799,1512,,
53528983,5.592432717094198e-05,35308.8,0.01,53529984,3.2868443690232244e-05,423,126438,-1848004.55629543,1516,,
53668375,1.988881194847636e-05,35308.8,0.01,53669376,3.2719673198428964e-05,423,126748,-1868184.0196042298,1520,,
53810071,2.6511850592214614e-05,35308.8,0.01,53811072,3.256844369023225e-05,423,127061,-1838624.28394021,1524,,
53952919,1.1479787644930184e-05,35308.8,0.01,53953920,3.24159846738388e-05,423,127378,-1784304.1908726199,1528,,
54093463,1.21476577987778e-05,35308.8,0.01,54094464,3.22659846738388e-05,423,127691,-1774088.7409043699,1532,,
54235159,6.19180136709474e-05,35308.8,0.01,54236160,3.211475516564207e-05,423,128005,-1801015.3279700398,1536,,
54374551,3.1178286008071154e-05,35308.8,0.01,54375552,3.1965984673838794e-05,423,128311,-1779770.10826748,1540,,
54516247,2.358175152039621e-05,35308.8,0.01,54517248,3.181475516564208e-05,423,128628,-1861968.6025222798,1544,,
54659095,3.374904554220848e-05,35308.8,0.01,54660096,3.1662296149248634e-05,423,128945,-1844680.1309133398,1548,,
54799639,6.748702435288578e-05,35308.8,0.01,54800640,3.151229614924863e-05,423,129256,-1850235.6070030397,1552,,
54941335,6.133324495749548e-05,35308.8,0.01,54942336,3.1361066641051916e-05,424,129575,-1878346.2257204098,1556,,
55080727,7.958726200740784e-05,35308.8,0.01,55081728,3.121229614924864e-05,424,129882,-1935626.8838404003,1560,,
55222423,1.4667371942778118e-05,35308.8,0.01,55223424,3.1061066641051916e-05,424,130196,-1944062.4938096001,1564,,
55365271,4.497201007325202e-05,35308.8,0.01,55366272,3.090860762465847e-05,424,130514,-1969095.6278069697,1568,,
55505815,5.4406762501457706e-05,35308.8,0.01,55506816,3.0758607624658474e-05,424,130824,-2002554.9976175302,1572,,
55647511,5.609098661807366e-05,35308.8,0.01,55648512,3.0607378116461746e-05,424,131136,-1964859.1893808201,1576,,
55786903,2.6919871743302792e-05,35308.8,0.01,55787904,3.0458607624658476e-05,424,131443,-1977155.4112428904,1580,,
55928599,0.00010519837087485939,35308.8,0.01,55929600,3.030737811646175e-05,424,131756,-2008872.7094683298,1584,,
56071447,5.9248901379760355e-05,35308.8,0.01,56072448,3.0154919100068307e-05,424,132076,-2045022.7586090597,1588,,
56211991,3.099383320659399e-05,35308.8,0.01,56212992,3.0004919100068303e-05,424,132392,-2032043.43485316,1592,,
56353687,1.6713687728042714e-05,35308.8,0.01,56354688,2.9853689591871585e-05,424,132705,-2001632.2895495803,1596,,
56493079,2.5342367734992877e-05,35308.8,0.01,56494080,2.9704919100068306e-05,424,133012,-2104096.8752821703,1600,,
56634775,3.1298761314246804e-05,35308.8,0.01,56635776,2.955368959187159e-05,424,133324,-2168380.0107016996,1604,,
56777623,3.0372157198144123e-05,35308.8,0.01,56778624,2.940123057547815e-05,424,133639,-2217342.73957243,1608,,
56918167,3.1144449167186394e-05,35308.8,0.01,56919168,2.9251230575478146e-05,424,133948,-2242069.71175889,1612,,
57059863,3.6051780625712126e-05,35308.8,0.01,57060864,2.9100001067281418e-05,425,134258,-2215868.94585556,1616,,
57199255,1.3912582289776765e-05,35308.8,0.01,57200256,2.895123057547815e-05,425,134566,-2226370.1941201,1620,,
57340951,5.187400529393926e-05,35308.8,0.01,57341952,2.880000106728142e-05,425,134877,-2261369.43124747,1624,,
57483799,4.5552085794042796e-05,35308.8,0.01,57484800,2.864754205088798e-05,425,135192,-2232896.99508816,1628,,
57624343,6.739690434187651e-05,35308.8,0.01,57625344,2.8497542050887975e-05,425,135502,-2306258.76763531,1632,,
57766039,4.541348243947141e-05,35308.8,0.01,57767040,2.8346312542691258e-05,425,135815,-2244032.87594472,1636,,
57905431,6.080694583943114e-05,35308.8,0.01,57906432,2.8197542050887978e-05,425,136120,-2281582.357167,1640,,
58047127,5.100448470329866e-05,35308.8,0.01,58048128,2.804631254269126e-05,425,136433,-2227259.38282054,1644,,
58189975,9.690465230960399e-05,35308.8,0.01,58190976,2.789385352629782e-05,425,136748,-2256216.54426433,1648,,
58330519,3.286153878434561e-05,35308.8,0.01,58331520,2.7743853526297815e-05,425,137058,-2245506.2615418104,1652,,
58472215,4.618030652636662e-05,35308.8,0.01,58473216,2.75926240181011e-05,425,137371,-2202910.19990239,1656,,
58611607,4.7342102334368974e-05,35308.8,0.01,58612608,2.744385352629782e-05,425,137678,-2157933.02349377,1660,,
58753303,2.6170127966906875e-05,35308.8,0.01,58754304,2.7292624018101093e-05,425,138087,-2146544.469597,1664,,
58896151,6.839511479483917e-05,35308.8,0.01,58897152,2.714016500170765e-05,425,138404,-2146365.92921265,1668,,
59036695,4.331605668994598e-05,35308.8,0.01,59037696,2.6990165001707648e-05,425,138715,-2128994.0143022398,1672,,
59178391,2.3365011657006107e-05,35308.8,0.01,59179392,2.683893549351093e-05,425,139028,-2160384.6473799795,1676,,
59317783,1.0734758689068258e-05,35308.8,0.01,59318784,2.669016500170765e-05,425,139335,-2117343.55828322,1680,,
59459479,1.9975002942373976e-05,35308.8,0.01,59460480,2.6538935493510933e-05,425,139647,-2103983.30601017,1684,,
59602327,2.7363323169993237e-05,35308.8,0.01,59603328,2.638647647711749e-05,425,139962,-2066765.63384186,1688,,
59742871,5.35980288987048e-05,35308.8,0.01,59743872,2.6236476477117487e-05,425,140271,-2074178.7259871596,1692,,
59884567,1.4486072359432e-05,35308.8,0.01,59885568,2.608524696892077e-05,425,140594,-2095315.4214557696,1696,,
60023959,5.885244536329992e-05,35308.8,0.01,60024960,2.593647647711749e-05,425,140905,-2012787.36070293,1700,,
60165655,2.7568083169171587e-05,35308.8,0.01,60166656,2.5785246968920762e-05,426,141223,-1967204.63797412,1704,,
60308503,4.022758366772905e-05,35308.8,0.01,60309504,2.5632787952527324e-05,426,141547,-1940819.7186768097,1708,,
60449047,2.3505610442953184e-05,35308.8,0.01,60450048,2.548278795252733e-05,426,141862,-1942927.6632128495,1712,,
60590743,4.918560807709582e-05,35308.8,0.01,60591744,2.5331558444330602e-05,426,142181,-1964850.8340584796,1716,,
60730135,1.9433116904110648e-05,35308.8,0.01,60731136,2.5182787952527323e-05,426,142493,-1943442.60424676,1720,,
60871831,3.967163502238691e-05,35308.8,0.01,60872832,2.5031558444330605e-05,426,142809,-1911786.9635287598,1724,,
61014679,1.4881983588566072e-05,35308.8,0.01,61015680,2.4879099427937163e-05,426,143133,-1927396.11502277,1728,,
61155223,3.2691023079678416e-05,35308.8,0.01,61156224,2.472909942793716e-05,426,143448,-1855765.2456890799,1732,,
61296919,1.1278569218120538e-05,35308.8,0.01,61297920,2.4577869919740442e-05,426,143766,-1904774.0250155001,1736,,
61436311,1.6517700714757666e-05,35308.8,0.01,61437312,2.4429099427937163e-05,426,144077,-1885774.0947663898,1740,,
61578007,6.563666829606518e-05,35308.8,0.01,61579008,2.4277869919740435e-05,426,144397,-1859662.78210905,1744,,
61720855,7.092171290423721e-05,35308.8,0.01,61721856,2.4125410903346993e-05,426,144719,-1883910.38551614,1748,,
61861399,6.750948523404077e-05,35308.8,0.01,61862400,2.3975410903347e-05,426,145035,-1897217.5870790202,1752,,
62003095,1.9906836314476095e-05,35308.8,0.01,62004096,2.382418139515027e-05,426,145348,-1891238.34588544,1756,,
62142487,3.430423384997994e-05,35308.8,0.01,62143488,2.3675410903346992e-05,426,145658,-1959854.77993604,1760,,
62284183,1.8771997929434292e-05,35308.8,0.01,62285184,2.3524181395150274e-05,426,145973,-1967664.0744158498,1764,,
62427031,2.1564796043094248e-05,35308.8,0.01,62428032,2.3371722378756836e-05,426,146287,-1928353.5445812996,1768,,
62567575,7.052037835819647e-05,35308.8,0.01,62568576,2.3221722378756832e-05,426,146600,-1958462.6809131398,1772,,
62709271,3.373829531483352e-05,35308.8,0.01,62710272,2.3070492870560114e-05,426,146916,-1906345.4423922703,1776,,
62848663,2.339718230359722e-05,35308.8,0.01,62849664,2.2921722378756835e-05,426,147226,-1923879.33937568,1780,,
62990359,0.00011478268424980342,35308.8,0.01,62991360,2.2770492870560107e-05,426,147543,-1975467.3714523497,1784,,
63133207,7.120832742657512e-05,35308.8,0.01,63134208,2.2618033854166665e-05,426,147862,-2022966.14714927,1788,,
63243799,9.551244147587568e-05,,0.01,63244800,2.2500001067281424e-05,,,,,1261440.0,-132854711.0530661
63273751,5.7837547501549125e-05,35308.8,0.01,63274752,2.246803385416667e-05,409,154545,-2205522.76759378,1792,,
63415447,2.6494994017411955e-05,35308.8,0.01,63416448,2.2316804345969944e-05,409,154863,-2166674.15151474,1796,,
63554839,0.00015551054093521088,35308.8,0.01,63555840,2.2168033854166664e-05,409,155176,-2169716.17104897,1800,,
63696535,3.928427759092301e-05,35308.8,0.01,63697536,2.2016804345969947e-05,409,155492,-2202731.05966674,1804,,
63839383,7.318767165997997e-05,35308.8,0.01,63840384,2.1864345329576505e-05,409,155815,-2213361.48436299,1808,,
63979927,7.490062125725672e-05,35308.8,0.01,63980928,2.17143453295765e-05,409,156126,-2242972.00523203,1812,,
64121623,6.506696809083223e-05,35308.8,0.01,64122624,2.1563115821379783e-05,409,156443,-2209738.4021960003,1816,,
64261015,1.5987745427992195e-05,35308.8,0.01,64262016,2.1414345329576504e-05,409,156756,-2203609.9474536795,1820,,
64402711,3.371517232153565e-05,35308.8,0.01,64403712,2.126311582137978e-05,410,157073,-2223667.9780232506,1824,,
64545559,0.0001125064300140366,35308.8,0.01,64546560,2.1110656804986337e-05,410,157392,-2261986.21626376,1828,,
64686103,3.629390994319692e-05,35308.8,0.01,64687104,2.0960656804986344e-05,410,157704,-2269006.59555666,1832,,
64827799,5.7787525292951614e-05,35308.8,0.01,64828800,2.0809427296789616e-05,410,158022,-2233322.97521631,1836,,
64967191,2.1718722564401105e-05,35308.8,0.01,64968192,2.0660656804986337e-05,410,158334,-2241370.2193401805,1840,,
65108887,1.547334250062704e-05,35308.8,0.01,65109888,2.050942729678962e-05,410,158654,-2247921.1195757296,1844,,
65251735,5.754639278165996e-05,35308.8,0.01,65252736,2.0356968280396177e-05,410,158977,-2256186.7916392596,1848,,
65392279,2.0072940969839692e-05,35308.8,0.01,65393280,2.0206968280396173e-05,410,159293,-2250548.9534674194,1852,,
65533975,3.0763534596189857e-05,35308.8,0.01,65534976,2.0055738772199456e-05,410,159612,-2255208.93179922,1856,,
65673367,6.10931747360155e-05,35308.8,0.01,65674368,1.9906968280396176e-05,410,159927,-2176169.6768990206,1860,,
65815063,7.242712308652699e-05,35308.8,0.01,65816064,1.975573877219946e-05,410,160245,-2188088.6488095396,1864,,
65957911,1.6866924852365628e-05,35308.8,0.01,65958912,1.9603279755806006e-05,410,160570,-2195307.158312781,1868,,
66098455,3.4888307709479704e-05,35308.8,0.01,66099456,1.9453279755806013e-05,410,160885,-2151163.83968229,1872,,
66240151,1.6914786101551726e-05,35308.8,0.01,66241152,1.930205024760929e-05,410,161202,-2182395.0855338504,1876,,
66379543,2.325569948880002e-05,35308.8,0.01,66380544,1.915327975580601e-05,410,161514,-2202074.7415381502,1880,,
66521239,2.1137095245649107e-05,35308.8,0.01,66522240,1.900205024760929e-05,411,161834,-2127855.26598212,1884,,
66664087,2.5438121156184934e-05,35308.8,0.01,66665088,1.884959123121585e-05,411,162157,-2080318.8292105102,1888,,
66804631,1.4923969501978718e-05,35308.8,0.01,66805632,1.8699591231215846e-05,411,162477,-1902207.70073752,1892,,
66946327,2.143800156773068e-05,35308.8,0.01,66947328,1.8548361723019128e-05,411,162796,-1956423.7139848897,1896,,
67085719,7.903588993940502e-06,35308.8,0.01,67086720,1.839959123121585e-05,411,163108,-1938083.20748178,1900,,
67227415,3.122998168691993e-05,35308.8,0.01,67228416,1.824836172301913e-05,411,163422,-1899903.7256669602,1904,,
67370263,2.0685036361101083e-05,35308.8,0.01,67371264,1.809590270662568e-05,411,163744,-1862295.5786996796,1908,,
67510807,1.0600025234452914e-05,35308.8,0.01,67511808,1.7945902706625685e-05,411,164058,-1799612.5853354398,1912,,
67652503,3.2534298952668905e-05,35308.8,0.01,67653504,1.7794673198428957e-05,411,164373,-1811160.79038479,1916,,
67791895,3.129390825051814e-05,35308.8,0.01,67792896,1.7645902706625688e-05,411,164686,-1816478.4385643797,1920,,
67933591,2.362564737268258e-05,35308.8,0.01,67934592,1.749467319842896e-05,411,165000,-1784312.86294047,1924,,
68076439,2.4315397240570746e-05,35308.8,0.01,68077440,1.7342214182035522e-05,411,165319,-1771678.0904092402,1928,,
68216983,2.0819235942326486e-05,35308.8,0.01,68217984,1.7192214182035518e-05,411,165631,-1765213.26114124,1932,,
68358679,2.462044358253479e-05,35308.8,0.01,68359680,1.70409846738388e-05,411,165947,-1805496.0913855499,1936,,
68498071,1.2552797670650762e-05,35308.8,0.01,68499072,1.689221418203552e-05,411,166260,-1761673.70587744,1940,,
68639767,3.285987622803077e-05,35308.8,0.01,68640768,1.6740984673838803e-05,412,166574,-1830004.18936512,1944,,
68782615,8.199770491046365e-06,35308.8,0.01,68783616,1.658852565744536e-05,412,166888,-1732909.85165959,1948,,
68923159,7.566876774944831e-06,35308.8,0.01,68924160,1.6438525657445358e-05,412,167196,-1713277.4336178503,1952,,
69064855,8.745569175516721e-06,35308.8,0.01,69065856,1.628729614924863e-05,412,167509,-1735394.51276976,1956,,
69204247,3.898906288668513e-05,35308.8,0.01,69205248,1.613852565744536e-05,412,167816,-1747031.8361463002,1960,,
69345943,1.5293178876163438e-05,35308.8,0.01,69346944,1.5987296149248633e-05,412,168128,-1724393.20970225,1964,,
69488791,2.2010617612977512e-05,35308.8,0.01,69489792,1.583483713285519e-05,412,168442,-1745269.9648796404,1968,,
69629335,3.0569059163099155e-05,35308.8,0.01,69630336,1.5684837132855187e-05,412,168753,-1787179.52700914,1972,,
69771031,2.8504760848591104e-05,35308.8,0.01,69772032,1.553360762465847e-05,412,169071,-1779789.00280068,1976,,
69910423,4.788636579178274e-05,35308.8,0.01,69911424,1.538483713285519e-05,412,169387,-1770849.10694658,1980,,
70052119,1.551447894598823e-05,35308.8,0.01,70053120,1.5233607624658474e-05,412,169724,-1795389.18200488,1984,,
70194967,1.4116802049102262e-05,35308.8,0.01,70195968,1.5081148608265032e-05,412,170060,-1828529.45177598,1988,,
70335511,7.880427801865153e-06,35308.8,0.01,70336512,1.4931148608265028e-05,412,170379,-1817024.3480221,1992,,
70477207,1.3679968105861917e-05,35308.8,0.01,70478208,1.477991910006831e-05,412,170713,-1772358.37738434,1996,,
70616599,2.1142497644177638e-05,35308.8,0.01,70617600,1.4631148608265031e-05,412,171051,-1836895.48821175,2000,,
70758295,0.00026981899281963706,35308.8,0.01,70759296,1.4479919100068305e-05,412,171403,-1853729.05107312,2004,,
70901143,8.788956620264798e-06,35308.8,0.01,70902144,1.4327460083674863e-05,412,171741,-1879206.81484031,2008,,
71041687,1.2327815966273192e-05,35308.8,0.01,71042688,1.417746008367486e-05,412,172073,-1893834.8145386898,2012,,
71183383,1.513154165877495e-05,35308.8,0.01,71184384,1.4026230575478142e-05,412,172404,-1868046.21613996,2016,,
71322775,1.0953541277558543e-05,35308.8,0.01,71323776,1.3877460083674862e-05,412,172751,-1875182.71364807,2020,,
71464471,2.3912929464131594e-05,35308.8,0.01,71465472,1.3726230575478145e-05,412,173066,-1895747.92444069,2024,,
71607319,1.905986209749244e-05,35308.8,0.01,71608320,1.3573771559084704e-05,412,173392,-1849004.8926318004,2028,,
71747863,2.044037501036655e-05,35308.8,0.01,71748864,1.34237715590847e-05,412,173755,-1892616.17043392,2032,,
71889559,4.3396685214247555e-05,35308.8,0.01,71890560,1.3272542050887983e-05,412,174094,-1835792.30542409,2036,,
72028951,3.235667827539146e-05,35308.8,0.01,72029952,1.3123771559084704e-05,412,174406,-1872048.89316272,2040,,
72170647,2.261088229715824e-05,35308.8,0.01,72171648,1.2972542050887976e-05,413,174721,-1813605.5250008598,2044,,
72313495,3.054388071177527e-05,35308.8,0.01,72314496,1.2820083034494534e-05,413,175037,-1846629.91303903,2048,,
72454039,3.1169816793408245e-05,35308.8,0.01,72455040,1.267008303449454e-05,413,175353,-1850989.4225286301,2052,,
72595735,2.938774741778616e-05,35308.8,0.01,72596736,1.2518853526297814e-05,413,175666,-1831471.5396204293,2056,,
72735127,7.977159839356318e-06,35308.8,0.01,72736128,1.2370083034494535e-05,413,175975,-1835473.1149628002,2060,,
72876823,0.00031541421776637435,35308.8,0.01,72877824,1.2218853526297817e-05,413,176288,-1844664.8038222697,2064,,
73019671,2.1731255401391536e-05,35308.8,0.01,73020672,1.2066394509904375e-05,413,176604,-1854957.72411733,2068,,
73160215,2.3185588361229748e-05,35308.8,0.01,73161216,1.1916394509904371e-05,413,176919,-1827083.9146252798,2072,,
73301911,1.247260661330074e-05,35308.8,0.01,73302912,1.1765165001707654e-05,413,177231,-1817213.41098436,2076,,
73441303,2.9317579901544377e-05,35308.8,0.01,73442304,1.1616394509904374e-05,413,177545,-1786497.4529819603,2080,,
73582999,9.278966172132641e-05,35308.8,0.01,73584000,1.1465165001707648e-05,413,177861,-1802154.3260017303,2084,,
73725847,1.2511532986536622e-05,35308.8,0.01,73726848,1.1312705985314206e-05,413,178177,-1755724.1555818599,2088,,
73866391,7.419233952532522e-06,35308.8,0.01,73867392,1.1162705985314213e-05,413,178487,-1757152.5611762998,2092,,
74008087,1.5879188140388578e-05,35308.8,0.01,74009088,1.1011476477117485e-05,413,178798,-1771959.15788034,2096,,
74147479,9.164285074803047e-06,35308.8,0.01,74148480,1.0862705985314205e-05,413,179106,-1734714.1687370697,2100,,
74289175,8.999733836390078e-06,35308.8,0.01,74290176,1.0711476477117488e-05,414,179417,-1730496.6304161903,2104,,
74432023,0.0001301962765865028,35308.8,0.01,74433024,1.0559017460724047e-05,414,179731,-1716788.23047166,2108,,
74572567,3.180080602760427e-05,35308.8,0.01,74573568,1.0409017460724044e-05,414,180040,-1740391.56434802,2112,,
74714263,5.406519630923867e-05,35308.8,0.01,74715264,1.0257787952527326e-05,414,180351,-1764682.02364062,2116,,
74853655,3.322261181892827e-05,35308.8,0.01,74854656,1.0109017460724047e-05,414,180658,-1755418.3660226201,2120,,
74995351,3.204715540050529e-05,35308.8,0.01,74996352,9.957787952527319e-06,414,180971,-1724284.9010524303,2124,,
75138199,1.4548555554938503e-05,35308.8,0.01,75139200,9.805328936133877e-06,414,181285,-1743176.54735363,2128,,
75278743,1.089759825845249e-05,35308.8,0.01,75279744,9.655328936133883e-06,414,181597,-1703627.33051337,2132,,
75420439,3.791898052440956e-05,35308.8,0.01,75421440,9.504099427937157e-06,414,181920,-1730379.67943155,2136,,
75559831,5.6940851209219545e-05,35308.8,0.01,75560832,9.355328936133878e-06,414,182227,-1719396.64761724,2140,,
75701527,9.450630386709236e-06,35308.8,0.01,75702528,9.20409942793716e-06,414,182538,-1700947.6024923502,2144,,
75844375,1.315085137321148e-05,35308.8,0.01,75845376,9.051640411543718e-06,414,182854,-1726643.2543522203,2148,,
75984919,1.9129944121232256e-05,35308.8,0.01,75985920,8.901640411543714e-06,414,183162,-1743723.8638905098,2152,,
76126615,8.804841854725964e-06,35308.8,0.01,76127616,8.750410903346997e-06,414,183473,-1727325.3301842501,2156,,
76266007,7.435275620082393e-06,35308.8,0.01,76267008,8.601640411543717e-06,414,183781,-1716268.65824708,2160,,
76407703,1.6418553059338592e-05,35308.8,0.01,76408704,8.450410903346991e-06,415,184093,-1714019.29515035,2164,,
76550551,2.3315249563893303e-05,35308.8,0.01,76551552,8.29795188695355e-06,415,184407,-1663099.75476056,2168,,
76691095,7.2916964199976064e-06,35308.8,0.01,76692096,8.147951886953556e-06,415,184721,-1671182.34695891,2172,,
76832791,8.9544992079027e-06,35308.8,0.01,76833792,7.996722378756828e-06,415,185035,-1648891.99364547,2176,,
76972183,4.757608166983118e-06,35308.8,0.01,76973184,7.847951886953548e-06,415,185342,-1645548.92141556,2180,,
77113879,1.3387526450969744e-05,35308.8,0.01,77114880,7.69672237875683e-06,415,185653,-1694391.16147393,2184,,
77256727,1.6048077668529004e-05,35308.8,0.01,77257728,7.54426336236339e-06,415,185971,-1748389.26835205,2188,,
77397271,1.8866134269046597e-05,35308.8,0.01,77398272,7.394263362363386e-06,415,186285,-1801153.9592315499,2192,,
77538967,1.0918710358964745e-05,35308.8,0.01,77539968,7.243033854166669e-06,415,186598,-1768490.2315580598,2196,,
77678359,2.109049637510907e-05,35308.8,0.01,77679360,7.09426336236339e-06,415,186909,-1729563.0094922,2200,,
77820055,5.250785034149885e-05,35308.8,0.01,77821056,6.943033854166672e-06,415,187228,-1738243.69110309,2204,,
77962903,4.10835855291225e-05,35308.8,0.01,77963904,6.790574837773221e-06,415,187549,-1737734.49976702,2208,,
78103447,2.7750244044000283e-05,35308.8,0.01,78104448,6.640574837773227e-06,415,187860,-1728099.2780787202,2212,,
78245143,3.171137359458953e-05,35308.8,0.01,78246144,6.489345329576499e-06,415,188181,-1699939.65013767,2216,,
78384535,1.5252490811690222e-05,35308.8,0.01,78385536,6.34057483777322e-06,415,188494,-1685750.60861537,2220,,
78526231,1.3524359928851482e-05,35308.8,0.01,78527232,6.189345329576502e-06,415,188808,-1724628.4428005302,2224,,
78669079,1.0968654351017904e-05,35308.8,0.01,78670080,6.036886313183061e-06,415,189124,-1740598.0121562802,2228,,
78809623,1.9478087779134512e-05,35308.8,0.01,78810624,5.8868863131830575e-06,416,189433,-1750652.9818836702,2232,,
78951319,1.4856338566460181e-05,35308.8,0.01,78952320,5.735656804986341e-06,416,189753,-1742053.9092790699,2236,,
79090711,2.32617421715986e-05,35308.8,0.01,79091712,5.58688631318306e-06,416,190059,-1747443.0606334799,2240,,
79232407,5.299176336848177e-05,35308.8,0.01,79233408,5.4356568049863435e-06,416,190374,-1749420.9872694002,2244,,
79375255,1.7221780581166968e-05,35308.8,0.01,79376256,5.283197788592892e-06,416,190692,-1729399.4207260197,2248,,
79515799,1.2898900422442239e-05,35308.8,0.01,79516800,5.133197788592899e-06,416,191003,-1731310.6643638199,2252,,
79657495,2.0839739590883255e-05,35308.8,0.01,79658496,4.981968280396171e-06,416,191316,-1733873.0242457902,2256,,
79796887,6.232878513401374e-05,35308.8,0.01,79797888,4.833197788592902e-06,416,191630,-1725927.2045362098,2260,,
79938583,8.805818652035668e-06,35308.8,0.01,79939584,4.681968280396174e-06,416,191944,-1731042.3370792698,2264,,
80081431,1.1003651707142126e-05,35308.8,0.01,80082432,4.529509264002733e-06,416,192262,-1748884.05554652,2268,,
80221975,3.161621862091124e-05,35308.8,0.01,80222976,4.379509264002729e-06,416,192571,-1720421.3549054798,2272,,
80363671,3.1795090762898326e-05,35308.8,0.01,80364672,4.228279755806011e-06,416,192883,-1769643.58020121,2276,,
80503063,9.059162948688027e-06,35308.8,0.01,80504064,4.079509264002732e-06,416,193193,-1796621.2026829603,2280,,
80644759,1.5365330909844488e-05,35308.8,0.01,80645760,3.928279755806015e-06,416,193509,-1709306.7308963502,2284,,
80787607,9.101553587242961e-06,35308.8,0.01,80788608,3.7758207394125735e-06,416,193827,-1659796.3885702398,2288,,
80928151,2.0522777049336582e-05,35308.8,0.01,80929152,3.62582073941257e-06,416,194139,-1618712.56764468,2292,,
81069847,3.101273614447564e-05,35308.8,0.01,81070848,3.4745912312158424e-06,416,194455,-1660608.60859038,2296,,
81209239,4.4347205403028056e-05,35308.8,0.01,81210240,3.3258207394125727e-06,416,194763,-1663964.6675721197,2300,,
81350935,1.601270014361944e-05,35308.8,0.01,81351936,3.1745912312158453e-06,417,195078,-1625187.0339936197,2304,,
81493783,1.6729007256799378e-05,35308.8,0.01,81494784,3.022132214822404e-06,417,195395,-1610245.60133021,2308,,
81634327,1.043005431711208e-05,35308.8,0.01,81635328,2.8721322148224006e-06,416,195788,-1580132.0319011204,2312,,
81776023,5.0525586630101316e-06,35308.8,0.01,81777024,2.7209027066256833e-06,417,196104,-1608900.61941836,2316,,
81915415,1.2043380593240727e-05,35308.8,0.01,81916416,2.572132214822404e-06,417,196415,-1619759.3139106703,2320,,
82057111,1.1161484508193098e-05,35308.8,0.01,82058112,2.420902706625686e-06,417,196730,-1592777.90096681,2324,,
82199959,2.3106056687538512e-05,35308.8,0.01,82200960,2.2684436902322446e-06,417,197045,-1582423.63565765,2328,,
82340503,4.2816092900466174e-05,35308.8,0.01,82341504,2.1184436902322414e-06,417,197354,-1559880.68200053,2332,,
82482199,1.1881509635713883e-05,35308.8,0.01,82483200,1.967214182035524e-06,417,197670,-1584293.2104654203,2336,,
82621591,3.02655462292023e-05,35308.8,0.01,82622592,1.8184436902322445e-06,417,197976,-1552382.7975438703,2340,,
82763287,3.294489943073131e-05,35308.8,0.01,82764288,1.667214182035517e-06,417,198292,-1591873.09241494,2344,,
82906135,1.4670545169792604e-05,35308.8,0.01,82907136,1.5147551656420755e-06,417,198609,-1549749.57371666,2348,,
83046679,1.9795932530541904e-05,35308.8,0.01,83047680,1.364755165642072e-06,417,198920,-1527412.5632959404,2352,,
83188375,6.618755833187606e-06,35308.8,0.01,83189376,1.2135256574453546e-06,417,199236,-1566713.37084278,2356,,
83327767,2.6791718482854776e-05,35308.8,0.01,83328768,1.0647551656420752e-06,417,199544,-1582502.1577350202,2360,,
83469463,5.2211744332453236e-05,35308.8,0.01,83470464,9.135256574453577e-07,417,199859,-1565387.2101050597,2364,,
83612311,2.7961130399489775e-05,35308.8,0.01,83613312,7.610666410519163e-07,417,200177,-1556509.0293299698,2368,,
83752855,1.5013968550192658e-05,35308.8,0.01,83753856,6.110666410519128e-07,417,200485,-1580632.5503228097,2372,,
83894551,2.1382769773481414e-05,35308.8,0.01,83895552,4.5983713285519537e-07,417,200796,-1540009.87490089,2376,,
84033943,2.0826330001000315e-05,35308.8,0.01,84034944,3.1106664105191585e-07,417,201102,-1534430.54670083,2380,,
84175639,2.1176496375119314e-05,35308.8,0.01,84176640,1.5983713285518842e-07,417,201419,-1546365.3529357496,2384,,
84318487,1.0329040378564969e-05,35308.8,0.01,84319488,7.37811646174702e-09,417,201736,-1580814.46662007,2388,,
84325399,4.1425377276027575e-05,,0.01,84326400,1.067281423239308e-12,,,,,1261440.0,-34537477.9216287
