#{"t_start": 1769525024.005136, "env_id": "None"}
r,l,t
-23765419.776413,35712,65667.097566
-5075953.079634,35712,65743.219438
-8915216.714939,34560,65816.46837
-7864168.693843,34560,65890.322832
-4837931.287824,35712,65965.766503
-9502351.234113,35712,66041.203608
-5310012.397271,35712,66116.727237
-11908796.924885,34560,66189.727633
-7591213.317347,34560,66263.273556
-10084217.343085,34560,66336.087373
-4465048.372239,35712,66411.580744
-17091555.60901,34560,66484.941736
-29387638.602114,35712,66561.518909
-5396519.45425,35712,66638.244079
-5636341.852821,35712,66714.742647
-6109577.232276,35712,66790.919508
-6495344.101777,35712,66867.079405
-4191930.875533,35712,66942.760582
-4610434.168314,35712,67019.495936
-13707584.757288,34560,67092.886219
-15709798.789585,35712,67169.082242
-21010547.814072,35712,67245.485703
-9693937.640059,34560,67319.008052
-3930707.394841,34560,67392.110266
-12086261.620652,35712,67467.609298
-5476173.260162,35712,67543.428918
-3364993.989416,35712,67619.31806
-25928906.377711,34560,67692.593551
-12636740.68892,34560,67765.793886
-5015292.04328,34560,67839.107515
-23026137.708306,35712,67914.744248
-11543667.84766,34560,67988.329434
-12220949.276375,35712,68064.854729
-6352818.795631,35712,68140.275121
-15978992.743783,35712,68216.316226
-14853779.297002,35712,68291.899617
-18299426.29914,35712,68367.614336
-5486346.916778,35712,68443.98956
-20320965.354346,35712,68519.458242
-3380736.431323,34560,68592.735468
-4833197.416159,35712,68668.064543
-15580658.503018,35712,68743.548236
-3344414.701684,34560,68816.932667
-5835730.486561,34560,68890.408413
-10068572.955024,35712,68966.387341
-12934484.577837,35712,69042.033417
-15582377.439193,35712,69117.961583
-3851828.77528,34560,69191.517114
-14122219.290921,34560,69265.695513
-21444600.089761,34560,69339.184382
-1896369.023395,35712,69415.13064
-5734948.876366,34560,69488.725169
-13447745.456002,35712,69564.450284
-4387464.216098,35712,69640.306645
-12075444.9316,35712,69716.147804
-16916141.822405,35712,69791.930271
-18047239.833887,35712,69868.879165
-8835438.445959,35712,69945.078626
-11330685.748434,35712,70021.24923
-3391079.393495,34560,70095.02386
-12733700.967583,35712,70171.64769
-5930661.337859,35712,70247.569439
-18403279.880941,34560,70322.592288
-3432109.129608,34560,70396.875171
-11394402.13786,35712,70473.758366
-6873676.238016,35712,70549.86871
-29807514.831944,35712,70627.788055
-4247711.770286,34560,70701.887312
-6180104.319201,34560,70776.003517
-6337249.408479,34560,70850.058236
-3584894.432633,35712,70927.046448
-3330129.143255,34560,71000.396029
-26325162.350284,35712,71077.51994
-12074436.941092,35712,71153.473708
-10731118.280992,35712,71230.309992
-3162753.119996,35712,71307.007365
-4673035.497971,35712,71382.701665
-4874225.805543,35712,71458.683409
-5617360.747182,35712,71535.084764
-3034667.011078,34560,71609.122642
-9173131.585755,35712,71685.205555
-4185754.394104,35712,71761.044085
-7676017.150655,34560,71834.18137
-6553673.921261,34560,71907.628217
-6834488.206968,35712,71983.795623
-8828421.36822,35712,72059.793907
-15082605.822341,35712,72135.397204
-3462131.338813,34560,72210.02587
-12350028.495926,34560,72284.765378
-19631064.612938,34560,72358.732685
-1626627.382886,35712,72435.385277
-12527558.117708,34560,72509.811888
-12356675.700465,35712,72588.589131
-11618147.144361,35712,72665.852636
-7849576.188311,35712,72742.118155
-10531453.268089,35712,72819.329931
-16942795.874146,35712,72896.246222
-2747527.34379,35712,72972.047915
-21739274.474733,35712,73047.888237
-28766585.503551,34560,73121.777672
-14636023.705942,35712,73198.040204
-11628974.013251,35712,73274.022225
-8084650.827027,34560,73347.727854
-21459977.710255,34560,73421.44314
-5526115.55741,35712,73497.328212
-9337605.3009,35712,73573.528181
-6526122.104193,35712,73649.423688
-5388750.36533,34560,73723.732347
-10174517.739914,34560,73797.168279
-18061536.445796,34560,73870.705392
-6214511.378727,35712,73948.005482
-3908599.09574,34560,74021.765331
-19257572.731252,35712,74097.752367
-7176225.923044,35712,74173.529862
-12640500.93509,35712,74250.162598
-7259464.973348,35712,74327.261082
-8887572.948096,35712,74403.163202
-2537158.624562,35712,74478.993215
-7051648.196295,35712,74555.007672
-8339766.866778,34560,74629.236924
-11715262.009861,35712,74705.915365
-6763872.470966,35712,74782.300537
-10617258.918268,34560,74857.714994
-8496928.57878,34560,74931.236882
-14304794.613341,35712,75007.62948
-3660295.982552,35712,75083.911144
-11541772.930826,35712,75161.051277
-6674613.724666,34560,75235.856497
-8478079.344949,34560,75310.250465
-15995913.930211,34560,75384.851301
-17910260.079345,35712,75462.846647
-2869955.855521,34560,75537.429168
-3160101.775677,35712,75615.605914
-20340726.178924,35712,75693.164168
-7129564.905678,35712,75770.303282
-3496745.912434,35712,75848.138528
-29130179.254156,35712,75926.307088
-9803285.666794,35712,76003.040087
-21705106.743385,35712,76080.682701
-10411105.866651,34560,76155.003801
-24160803.732036,35712,76231.635437
-6484857.469721,35712,76308.407346
-4375678.347962,34560,76383.685746
-11024978.814401,34560,76458.690226
-4011873.075068,35712,76535.397399
-2876517.737363,35712,76612.433264
-10145075.529649,35712,76690.039397
-12344185.268724,34560,76765.449207
-4346411.971388,34560,76839.758576
-9407736.684429,34560,76914.077386
-20626955.716639,35712,76991.102138
-17452289.482449,34560,77065.918719
-3489368.228359,35712,77142.46887
-6286877.840382,35712,77219.252555
-11985073.264138,35712,77296.700978
-12961082.29316,35712,77373.616296
-4954328.771991,35712,77451.21224
-5835590.697612,35712,77527.689369
-5676268.061973,35712,77605.46778
-14415005.59011,34560,77681.429971
-14607901.656886,35712,77760.068245
-11929846.870063,35712,77838.319398
-4189135.791761,34560,77913.86806
-6595765.857283,34560,77989.719347
-5568779.523723,35712,78067.144843
-9950331.601085,35712,78144.532244
-4397903.759688,35712,78222.161516
-2231026.940176,34560,78296.617061
-3787622.665809,34560,78371.488767
-14046490.367644,34560,78447.98085
-1460486.836672,35712,78526.667105
-16912559.391574,34560,78603.129671
-3680488.834596,35712,78681.473357
-10720040.152848,35712,78759.923789
-21109980.655369,35712,78837.414549
-13549685.412493,35712,78914.072256
-14655253.540685,35712,78991.266416
-10182402.195554,35712,79068.8205
-13012349.52596,35712,79146.538125
-11952822.04803,34560,79221.793893
-4126557.499795,35712,79300.07638
-26328812.99041,35712,79377.427073
-5986201.461553,34560,79452.805624
-4558997.462553,34560,79527.60413
-2557710.772076,35712,79605.846128
-10527886.29889,35712,79683.166519
-1735572.268359,35712,79761.434808
-4064087.43287,34560,79837.880982
-3803360.500244,34560,79913.270949
-11396689.103363,34560,79988.017872
-2333409.74664,35712,80065.989667
-13496923.316549,34560,80141.537521
-17782991.031726,35712,80219.435418
-15417602.364025,35712,80297.38198
-17300827.386937,35712,80376.441316
-7833219.030641,35712,80453.864423
-5211510.963458,35712,80530.523129
-4786028.615741,35712,80607.527709
-15964611.755694,35712,80685.594671
-10208771.798174,34560,80760.545648
-13027290.678945,35712,80837.782259
-14623608.424415,35712,80915.545601
-4260933.515432,34560,80990.54755
-10379293.997389,34560,81065.526338
-5975066.718744,35712,81142.757031
-3989995.341211,35712,81219.462217
-3569200.223817,35712,81297.632676
-4492908.914146,34560,81374.053694
-10910484.616801,34560,81450.70026
-5417188.343595,34560,81526.361945
-2491243.393813,35712,81603.932393
-19694220.152904,34560,81680.343995
-13110807.025278,35712,81758.101313
-7090024.457288,35712,81835.04527
-15045033.549519,35712,81912.320442
-13472851.443027,35712,81990.797884
-9732550.043937,35712,82068.998473
-2702449.132793,35712,82147.139878
-17053081.177488,35712,82225.584478
-5061939.898941,34560,82301.067532
-3180130.966461,35712,82379.874512
-6956338.337758,35712,82458.344682
-15024875.768738,34560,82534.815511
-7302282.830349,34560,82611.395505
-15967031.216066,35712,82690.34807
-4937505.046079,35712,82767.507356
-7530644.284983,35712,82844.690198
-3731891.155712,34560,82919.375024
-13704375.240168,34560,82994.157597
-16003941.334664,34560,83069.358859
-4408668.947469,35712,83147.005911
-4497087.264998,34560,83221.425778
-5767735.249566,35712,83298.448917
-5796724.128799,35712,83375.42237
-5367072.032046,35712,83452.841258
-11702647.787174,35712,83530.742192
-5846618.665097,35712,83610.19099
-7668450.020718,35712,83689.328263
-13526753.958468,35712,83768.860178
-1990360.854896,34560,83845.509794
-9055934.734939,35712,83924.503989
-11242720.547559,35712,84003.386582
-4564139.338776,34560,84078.611425
-4006729.920775,34560,84153.482957
-3382119.877546,35712,84230.535363
-4313830.132976,35712,84307.478843
-12687710.079396,35712,84384.570889
-7075880.091369,34560,84460.438702
-3128853.291169,34560,84535.245532
-13134120.91011,34560,84610.577282
-1814124.539651,35712,84688.08095
-5908120.045762,34560,84762.998179
-10474832.332986,35712,84840.526763
-5932298.883571,35712,84917.996646
-10945751.68991,35712,84995.536669
-4626092.700056,35712,85073.341223
-3632999.395014,35712,85151.458191
-22469046.934947,35712,85229.376619
-11612813.683055,35712,85307.698297
-4953734.864569,34560,85383.362915
-12652281.397709,35712,85461.498138
-1950188.866981,35712,85540.195679
-2951754.162005,34560,85615.180507
-4426036.055324,34560,85689.632304
-3450936.581191,35712,85767.354767
-12055605.64821,35712,85844.529111
-18534724.748393,35712,85922.237972
-8196602.697113,34560,85998.500485
-6329453.918927,34560,86074.618766
-5619404.963829,34560,86151.796441
-3467842.397712,35712,86229.688013
-3352748.888418,34560,86304.590647
-3794442.843217,35712,86382.913203
-11019850.892029,35712,86460.704122
-4370720.915756,35712,86539.077303
-4984366.177237,35712,86620.076365
-3209484.347187,35712,86699.726813
-5705585.604809,35712,86778.093377
-4946760.269869,35712,86856.064088
-3092311.039926,34560,86931.547895
-6389080.456352,35712,87009.138452
-7208856.546087,35712,87086.936569
-2447775.618971,34560,87164.479095
-8254464.627302,34560,87241.706746
-8934635.763896,35712,87321.749012
-3131507.266855,35712,87401.61915
-8010796.609809,35712,87481.127218
-3810166.32889,34560,87557.838129
-6955735.948039,34560,87635.232136
-5425517.893547,34560,87712.315482
-4201669.988343,35712,87792.434994
-2658418.583829,34560,87870.123919
-11548548.87404,35712,87950.082514
-4844497.385024,35712,88030.151863
-2089056.161927,35712,88109.997444
-7556102.29414,35712,88189.644686
-2836405.320499,35712,88268.298626
-4648260.9147,35712,88346.038872
-4685459.209858,35712,88427.795189
-2634692.679343,34560,88502.767609
-12521187.027583,35712,88581.952866
-3608221.370375,35712,88661.823833
-3336984.244335,34560,88738.180492
-5533716.925067,34560,88815.260076
-13314193.790926,35712,88895.73569
-5003674.133404,35712,88975.339538
-5891920.890082,35712,89055.153455
-2540684.562737,34560,89132.440965
-9735615.675836,34560,89210.109388
-4797717.38955,34560,89287.975687
-3057801.269891,35712,89367.411196
-4605065.797127,34560,89443.76348
-9170423.566431,35712,89523.844802
-3800821.3863,35712,89603.008752
-7440309.488619,35712,89683.925442
-10031841.035721,35712,89763.945159
-7763493.476599,35712,89843.622848
-1363487.467948,35712,89922.446561
-4552965.169201,35712,90001.077398
-9968714.146513,34560,90079.432318
-2809177.415535,35712,90158.902409
-2080052.110787,35712,90239.214326
-3938496.485128,34560,90316.666386
-12950711.366898,34560,90394.369426
-6636941.68836,35712,90474.503658
-2728953.193012,35712,90554.722596
-7099979.715688,35712,90634.820869
-2974731.609992,34560,90712.250005
-7782526.557339,34560,90789.81319
-2714597.835082,34560,90867.008079
-3507721.108929,35712,90946.117984
-14148966.827315,34560,91023.10759
-2789980.717327,35712,91101.672264
-7733832.032125,35712,91179.601789
-4979649.964202,35712,91257.416875
-4266288.43195,35712,91335.64836
-2619840.948981,35712,91414.722265
-1662021.659495,35712,91494.809245
-5430751.70471,35712,91573.28194
-2515108.731938,34560,91648.998366
-4649528.023798,35712,91727.093863
-3495399.461097,35712,91804.635319
-2347871.608074,34560,91879.849088
-5754162.355222,34560,91955.083589
-5951851.247578,35712,92043.785906
-1916960.305951,35712,92121.454873
-9085710.233203,35712,92200.429754
-10121083.28705,34560,92275.911544
-6915819.104765,34560,92350.87345
-6530354.292872,34560,92425.97232
-755026.526422,35712,92503.8817
-1239748.806127,34560,92579.39818
-5961637.020549,35712,92657.585729
-4646014.749883,35712,92735.265093
-3245849.521811,35712,92813.373282
-5568950.42517,35712,92891.286655
-10712931.630405,35712,92969.261574
-696663.590299,35712,93047.026045
-4865487.691821,35712,93125.28825
-2683405.909187,34560,93200.91217
-5498718.711622,35712,93278.94235
-9662113.323091,35712,93357.515748
-1883350.475902,34560,93432.874231
-3127657.505718,34560,93508.176618
-4837446.612807,35712,93587.527386
-4636408.562926,35712,93665.680626
-3900728.821976,35712,93744.602704
-5834926.243334,34560,93821.579421
-2134375.973006,34560,93896.927181
-3541116.924876,34560,93971.96927
-1996270.930174,35712,94050.35431
-7890195.412228,34560,94127.804907
-2753785.968395,35712,94207.492782
-5366918.619084,35712,94287.089469
-1939883.618805,35712,94366.450408
-4142211.156601,35712,94445.738732
-1950805.396054,35712,94525.339478
-3976312.315016,35712,94605.155626
-4070455.393838,35712,94684.396804
-2896516.199668,34560,94761.945776
-1493124.111161,35712,94841.871487
-892156.557008,35712,94919.947366
-1730105.375099,34560,94995.881665
-1336115.12007,34560,95073.123254
-2592685.159412,35712,95153.345246
-1519875.042549,35712,101600.483335
-2543243.013184,35712,101678.837229
-2240403.907325,34560,101754.937959
-2355313.247407,34560,101830.693496
-7519267.930853,34560,101906.821342
-3169601.461585,35712,101985.293439
-638413.980485,34560,102060.980675
-4094384.274535,35712,102139.191054
-2492485.858021,35712,102218.238514
-3021523.316237,35712,102296.505006
-5130617.92037,35712,102374.386131
-4203783.990807,35712,102452.432607
-743807.645275,35712,102530.082758
-1769212.566959,35712,102607.839733
-1222450.452149,34560,102683.292982
-3818193.251983,35712,102761.408924
-1046003.364417,35712,102839.750038
-2290392.722426,34560,102915.543183
-1986917.202401,34560,102991.017689
-1271158.19745,35712,103069.291421
-2144028.045413,35712,103147.273317
-1670984.834549,35712,103225.424844
-5277261.660716,34560,103301.066153
-1869180.509641,34560,103376.808505
-1619974.734253,34560,103452.197305
-1370298.145077,35712,103529.978171
-2836978.93183,34560,103605.764797
-4942489.805268,35712,103685.601016
-1052982.563089,35712,103763.540053
-1405316.505384,35712,103841.824177
-1811349.238058,35712,103919.786066
-1564154.06058,35712,103997.901766
-1280188.411515,35712,104075.790564
-1080738.383107,35712,104154.459826
-2958401.516326,34560,104230.344239
-2468722.641965,35712,104308.50761
-2331807.575221,35712,104387.349941
-2076336.649235,34560,104462.691678
-858721.377403,34560,104539.273826
-2931806.127671,35712,104617.969509
-1001738.198977,35712,104696.48037
-757647.133328,35712,104774.911445
-4981847.119105,34560,104851.163164
-2030903.094666,34560,104927.177296
-877165.278659,34560,105003.579428
-3748839.208515,35712,105083.476436
-1444202.195084,34560,105160.143232
-2554491.01924,35712,105239.316614
-1611098.174297,35712,105318.727585
-2502465.203011,35712,105396.895914
-3314706.362959,35712,105475.449782
-4875757.630837,35712,105553.242598
-2007294.484404,35712,105631.803448
-3252556.840608,35712,105711.922422
-967329.448345,34560,105789.098626
-1168834.920748,35712,105869.000682
-2670431.141598,35712,105947.999302
-858947.653879,34560,106023.557176
-948266.869546,34560,106099.484126
-2152377.737994,35712,106177.737894
-2019296.435505,35712,106256.0869
-1945836.043237,35712,106334.654333
-1084352.57079,34560,106410.654646
-2208889.64358,34560,106485.968908
-3932654.762237,34560,106562.542544
-1027368.848886,35712,106640.46224
-1222798.004464,34560,106716.645626
-2250717.932898,35712,106794.545414
-1095447.382302,35712,106872.564622
-3163323.984772,35712,106951.488646
-11174868.009075,35712,107029.422085
-3253402.025754,35712,107107.655333
-1842225.809673,35712,107185.193007
-1342717.647121,35712,107263.641944
-1060672.277376,34560,107338.790617
-1643827.345219,35712,107419.05125
-1316879.910009,35712,107497.962981
-5395555.91637,34560,107574.522289
-968333.41957,34560,107650.268992
-3762341.502854,35712,107728.397446
-1316873.026839,35712,107806.35197
-5094315.69011,35712,107885.696253
-881628.317057,34560,107963.305312
-1313614.829272,34560,108039.707968
-1487871.522194,34560,108115.167441
-765729.277739,35712,108193.021686
-745099.144612,34560,108268.237687
-2389609.911373,35712,108346.490389
-2327405.907743,35712,108424.628703
-2791127.145237,35712,108502.839253
-681882.641238,35712,108582.182269
-866057.886713,35712,108660.637226
-2144831.701883,35712,108738.208324
-1340371.817276,35712,108816.215902
-758914.756134,34560,108891.289218
-1290907.937592,35712,108969.534594
-1094824.257008,35712,109048.171196
-1546880.739672,34560,109124.931922
-1585427.98595,34560,109201.253427
-1597601.169096,35712,109280.034902
-1340523.504471,35712,109358.573862
-1871924.703729,35712,109436.623331
-686970.757206,34560,109512.181842
-2413228.051373,34560,109588.283225
-3926717.212877,34560,109664.346008
-665623.541182,35712,109742.404507
-1750049.900377,34560,109818.304314
-1745353.294166,35712,109896.816463
-1951121.086705,35712,109975.847865
-1968357.291227,35712,110053.961919
-2365362.841662,35712,110132.47489
-2300558.28108,35712,110210.919155
-772002.552883,35712,110289.944737
-3109835.427261,35712,110368.370636
-4140381.74443,34560,110444.63359
-1737473.902744,35712,110522.966856
-1781232.400039,35712,110601.378092
-2019225.682442,34560,110676.631779
-5805258.28489,34560,110752.186204
-1130826.236427,35712,110830.10486
-2366691.893567,35712,110908.102547
-1406259.581259,35712,110987.325115
-1205697.705197,34560,111064.285234
-1990351.720032,34560,111141.540959
-2668581.8369,34560,111219.413882
-1768053.363182,35712,111299.137813
-645525.876043,34560,111375.900263
-3053746.5033,35712,111454.028758
-2153918.528872,35712,111533.23045
-3307901.04873,35712,111611.551483
-1437243.740935,35712,111690.936538
-1762522.481517,35712,111770.363453
-961682.730021,35712,111848.19281
-1571308.260389,35712,111926.396579
-1923390.590885,34560,112002.329441
-1650176.569641,35712,112080.520419
-1028394.272974,35712,112158.937372
-2003381.269427,34560,112234.749211
-2018327.653684,34560,112310.067069
-3181196.926556,35712,112389.064152
-930032.027127,35712,112467.188136
-2151196.091917,35712,112545.388803
-1451833.262486,34560,112621.722445
-2215147.337584,34560,112697.384575
-4205217.339408,34560,112773.061168
-3373872.174408,35712,112851.320478
-876437.760148,34560,112926.727649
-849763.934005,35712,113004.567868
-2398814.955923,35712,113082.567621
-1203085.775536,35712,113160.509506
-1041121.868177,35712,113238.249991
-7498474.570548,35712,113316.727726
-3358787.746058,35712,113394.378611
-5237469.103359,35712,113472.6775
-1624376.744688,34560,113547.96457
-2527830.653769,35712,113626.139571
-1158123.110378,35712,113703.407384
-866886.776064,34560,113778.935564
-2040663.526125,34560,113854.048867
-1327973.769508,35712,113932.57672
-746625.073934,35712,114010.244785
-2499383.397459,35712,114088.121682
-3082137.287329,34560,114163.544748
-939955.397208,34560,114238.526028
-1919987.382062,34560,114313.742534
-2703494.038391,35712,114391.978128
-2496975.862164,34560,114468.257186
-837772.128471,35712,114546.282357
-1316818.7946,35712,114623.858208
-2150423.715241,35712,114703.007222
-2117983.143142,35712,114784.263778
-1242738.589673,35712,114862.994314
-1685722.843445,35712,114941.534962
-1610478.490768,35712,115020.844212
-2555905.114077,34560,115098.620715
-2275125.724612,35712,115179.832563
-1945723.7245,35712,115261.172664
-819953.735263,34560,115339.655962
-1379936.846395,34560,115418.728428
-2415488.478338,35712,115498.927999
-1990159.010201,35712,115579.142144
-913980.352663,35712,115659.989515
-639010.597016,34560,115738.248487
-733136.392427,34560,115816.533075
-2360740.093439,34560,115894.330098
-664883.822318,35712,115974.634556
-10210208.413694,34560,116052.932233
-730506.694645,35712,116133.656472
-3604389.008946,35712,116214.00161
-5503454.571353,35712,116292.977863
-2416194.523306,35712,116371.393958
-2224886.990577,35712,116449.852635
-2970766.208246,35712,116527.951792
-2331781.780556,35712,116608.629259
-2123151.524323,34560,116686.862837
-814582.209673,35712,116766.654036
-6363753.666351,35712,116846.987108
-2232159.923324,34560,116923.900258
-1167054.079032,34560,117001.810077
-894475.922954,35712,117081.969611
-1446871.75649,35712,117160.766941
-552132.781196,35712,117239.366082
-1198514.339472,34560,117315.327495
-1343849.904585,34560,117391.865434
-1786482.236548,34560,117467.413602
-942578.554823,35712,117545.075314
-2392140.593846,34560,117620.547953
-3069707.986742,35712,117699.715207
-2137990.698137,35712,117778.28841
-2915488.958051,35712,117856.935782
-1427699.978394,35712,117935.183511
-1136187.187017,35712,118013.331095
-1687028.420943,35712,118091.108736
-2427710.299862,35712,118169.454332
-3103178.121807,34560,118244.484372
-2115496.541624,35712,118322.347802
-2662766.897118,35712,118400.151434
-1120520.103777,34560,118475.22606
-3293475.24714,34560,118551.680878
-1494065.292266,35712,118629.912914
-1037023.577665,35712,118708.259022
-1214988.215515,35712,118786.741976
-1069411.577621,34560,118862.204105
-2284562.500897,34560,118938.230604
-1384571.969124,34560,119013.273076
-561851.729527,35712,119091.307289
-2619081.477201,34560,119167.214508
-3649113.046054,35712,119245.02087
-1616659.505591,35712,119323.50329
-3013472.913213,35712,119401.346742
-3987175.010273,35712,119479.241346
-2086013.489452,35712,119557.326282
-862315.21921,35712,119634.605562
-6085034.523488,35712,119712.216875
-1269365.59613,34560,119787.78357
-597028.359671,35712,119865.208468
-1376130.35283,35712,119943.872983
-3170862.14395,34560,120018.846125
-1413477.207616,34560,120093.91131
-4869108.754323,35712,120171.554765
-1048272.361491,35712,120250.142242
-1475616.850055,35712,120328.213258
-889714.895481,34560,120405.343898
-2507865.830431,34560,120483.638787
-3850831.642189,34560,120562.03226
-2246517.433369,35712,120642.190308
-1101041.407534,34560,120720.381994
-1253141.599675,35712,120801.457678
-1563288.50875,35712,120880.719937
-840882.93846,35712,120958.472684
-2115808.806259,35712,121036.67287
-1576547.746472,35712,121115.031423
-1806928.193048,35712,121193.550607
-4725628.994488,35712,121271.274617
-476713.796354,34560,121346.469357
-1933781.812862,35712,121424.565086
-1936319.261815,35712,121505.382759
-1333333.523802,34560,121584.424726
-917676.549469,34560,121661.338787
-1001627.26138,35712,121739.963676
-708629.522734,35712,121819.523673
-5249506.822882,35712,121897.927971
-1486375.112022,34560,121974.114146
-821269.145146,34560,122051.519707
-2377791.192161,34560,122130.334549
-572393.487234,35712,122209.620883
-949710.845577,34560,122286.214756
-1823902.178295,35712,122364.226542
-1556470.814296,35712,122442.189219
-1785873.524666,35712,122520.839581
-1218634.089775,35712,122599.526011
-505757.542971,35712,122678.005193
-3827047.022363,35712,122756.970905
-2962318.154038,35712,122836.816626
-1020141.67694,34560,122912.906399
-2398372.037578,35712,122991.744746
-463382.163612,35712,123070.151867
-731734.507998,34560,123145.855267
-1404342.135846,34560,123221.777635
-1048941.047219,35712,123300.143176
-2176023.908732,35712,123379.579324
-7092476.441707,35712,123460.349206
-1794434.972876,34560,123539.298726
-2834833.911893,34560,123618.373379
-1248390.170945,34560,123697.605065
-792591.067799,35712,123779.313673
-945427.807334,34560,123858.044141
-952396.239307,35712,123939.506328
-3101765.037247,35712,124020.39479
-1136034.868842,35712,124099.677707
-1585086.178456,35712,124179.416418
-1045864.024091,35712,124260.594711
-1806401.428006,35712,124341.626295
-1041328.053066,35712,124422.770492
-1035783.795886,34560,124501.161869
-1437554.818753,35712,124581.396395
-1665877.065435,35712,124660.118632
-709983.2006,34560,124735.386071
-3219055.495073,34560,124810.983084
-2783743.344022,35712,124889.486214
-657077.34723,35712,124968.532652
-2304012.378249,35712,125047.686178
-972763.917142,34560,125123.614099
-1714264.903493,34560,125200.181957
-1285163.729386,34560,125276.533627
-1620990.957641,35712,125354.732795
-850030.029624,34560,125433.430132
-2700787.883151,35712,125511.889543
-1305934.193625,35712,125590.678105
-641081.165354,35712,125668.55267
-2170361.717818,35712,125747.137432
-1287420.834306,35712,125825.394772
-1221139.213232,35712,125903.883207
-1305965.929108,35712,125983.257676
-776299.592454,34560,126058.906867
-3215492.584927,35712,126137.368164
-975675.731074,35712,126215.677221
-1045989.70716,34560,126291.619271
-2160639.227773,34560,126367.847947
-4429697.785551,35712,126446.084847
-1659865.504717,35712,126524.692348
-2665381.65355,35712,126603.718793
-1147340.466752,34560,126679.123875
-3375419.674212,34560,126755.092273
-1437457.942139,34560,126833.367516
-1358126.024946,35712,126913.980829
-1174556.34738,34560,126990.433504
-2256269.577827,35712,127069.667927
-1220198.855392,35712,127149.138081
-3291328.595058,35712,127227.193114
-3203233.463984,35712,127305.914146
-2466395.690092,35712,127385.988984
-506900.994936,35712,127465.120801
-1411998.786652,35712,127544.15318
-2647962.782148,34560,127621.050316
-934842.34256,35712,127701.861676
-500968.872121,35712,127780.336127
-1308067.458927,34560,127856.995428
-5018583.974491,34560,127933.977758
-2494022.206781,35712,128013.949379
-860199.443897,35712,128092.488901
-3126328.254883,35712,128170.841834
-911100.014704,34560,128246.874589
-4150019.761519,34560,128322.960329
-951988.055533,34560,128399.198438
-1357299.999458,35712,128477.253509
-5883609.792843,34560,128554.606172
-1429375.856167,35712,128633.537827
-3711494.615894,35712,128713.222486
-1953723.614995,35712,128793.771139
-1980066.191646,35712,128873.5045
-1317715.252653,35712,128952.722727
-1703075.492874,35712,129031.830568
-3495209.6422,35712,129111.384929
-1882623.990693,34560,129186.488463
-1365805.002631,35712,129265.019847
-1470684.509461,35712,129343.859912
-1516582.501018,34560,129422.533704
-2499342.985524,34560,129500.965024
-3432611.432723,35712,129581.615295
-806165.967249,35712,129661.66748
-3950381.642706,35712,129740.554001
-4552977.161759,34560,129817.586494
-3387851.112466,34560,129893.505639
-2631984.306301,34560,129969.785475
-413082.168036,35712,130048.069027
-671543.089416,34560,130123.761831
-2644941.33682,35712,130202.206948
-1768835.817781,35712,130282.68645
-1874198.115737,35712,130361.924216
-2956674.913855,35712,130441.372192
-5624950.686099,35712,130521.095128
-382338.739214,35712,130600.538676
-2053105.869716,35712,130679.828723
-1239119.183426,34560,130756.221077
-2118950.820937,35712,130834.898355
-3806489.400453,35712,130913.754701
-795007.962368,34560,130989.935111
-1461717.127533,34560,131065.43468
-2797254.861748,35712,131143.817801
-1374320.430376,35712,131222.245271
-2318910.290176,35712,131301.965832
-3579594.666819,34560,131377.35989
-926157.209118,34560,131454.564532
-2198458.684195,34560,131530.546101
-1195661.749588,35712,131609.160297
-3088897.509817,34560,131685.990804
-1507979.677543,35712,131764.469868
-3581723.563306,35712,131843.254098
-1128753.024608,35712,131922.002494
-2821728.482341,35712,132001.087275
-1567382.394841,35712,132079.546562
-2410619.062197,35712,132160.891858
-2293954.658313,35712,132242.431924
-926396.43041,34560,132321.30467
-1188621.567555,35712,132402.681885
-620183.2719,35712,132482.180453
-816065.235219,34560,132558.147068
-717190.73275,34560,132634.534859
-2103503.262987,35712,132713.584913
-1225911.922217,35712,132793.413828
-1876168.116262,35712,132871.298195
-1938386.012705,34560,132946.881983
-2212715.624675,34560,133023.234618
-8025936.97818,34560,133099.087272
-3662603.465361,35712,133178.365908
-1201855.374281,34560,133254.250314
-3253177.687418,35712,133332.807462
-3964542.723503,35712,133411.132008
-3506571.028505,35712,133489.608354
-4697352.085456,35712,133568.246056
-3640471.916715,35712,133646.85053
-996571.441967,35712,133726.543179
-1546765.137399,35712,133804.689706
-767745.949697,34560,133880.986846
-5399223.508082,35712,133959.406845
-822007.163843,35712,134038.213978
-1497178.212639,34560,134114.220104
-2600156.257461,34560,134190.052357
-856549.019705,35712,134268.156147
-2643750.78506,35712,134346.534793
-2195051.519032,35712,134424.376305
-3487780.686773,34560,134500.0372
-1576309.174518,34560,134576.471481
-2225964.507965,34560,134653.889636
-1078414.565247,35712,134732.227262
-2990706.517896,34560,134808.291605
-5631384.272161,35712,134886.728674
-1477039.898062,35712,134964.860998
-1343146.400275,35712,135043.050969
-1219576.386022,35712,135122.11964
-1317447.816287,35712,135200.669136
-1200969.23295,35712,135279.374917
-1003291.884474,35712,135358.035698
-5263822.486938,34560,135434.382236
-2526255.864881,35712,135512.888907
-2526063.640205,35712,135591.862861
-2411876.718447,34560,135668.162768
-747769.255085,34560,135744.410239
-2954886.70143,35712,135822.837332
-877268.562427,35712,135902.485564
