#{"t_start": 1767930881.8028767, "env_id": "None"}
r,l,t
-40981523.762687,8784,33776.535186
-16157701.789912,8784,33792.561086
-33049496.140318,8784,33808.647545
-6898278.876596,8784,33824.656031
-39864095.370634,8784,33840.73666
-98683767.777097,8784,33856.763709
-50319107.008757,8784,33872.883644
-9711240.047052,8784,33888.941842
-35413978.085806,8784,33905.076258
-38024506.874058,8784,33921.115261
-40116518.152835,8784,33937.188228
-45502115.967235,8784,33953.252314
-47179462.447457,8784,33969.290824
-58908066.19199,8784,33985.375196
-27224135.58195,8784,34001.467376
-14798924.882673,8784,34017.55646
-53776523.449755,8784,34033.603632
-8912937.268765,8784,34049.681074
-101338901.106727,8784,34065.813927
-22351794.994233,8784,34081.874284
-15720189.033458,8784,34097.90391
-7882989.990521,8784,34113.933666
-14181041.203861,8784,34129.992603
-41818831.079009,8784,34146.108389
-22796280.529882,8784,34162.250463
-60416567.582169,8784,34178.380655
-6693565.243899,8784,34194.471113
-21424372.886122,8784,34210.537129
-36376975.662004,8784,34226.628277
-7520389.533455,8784,34242.706598
-60560901.240515,8784,34258.828656
-24396644.162964,8784,34274.891629
-34468783.120062,8784,34290.962715
-48041579.947327,8784,34307.013608
-17461212.519378,8784,34323.111795
-45278947.632849,8784,34339.168047
-6032464.646955,8784,34355.21536
-52936729.323893,8784,34371.319059
-6509081.979149,8784,34387.314233
-19478933.554807,8784,34445.413886
-68729199.112402,8784,34461.549996
-38609776.045562,8784,34477.725144
-19946222.321059,8784,34493.797381
-50966774.357668,8784,34509.88623
-70253200.864627,8784,34526.043229
-50833960.692502,8784,34542.162463
-9016572.612591,8784,34558.266149
-51759831.782186,8784,34574.366821
-84281232.416444,8784,34590.511423
-52873216.374157,8784,34606.658696
-40797840.524859,8784,34622.737437
-5276991.114926,8784,34638.830112
-17955110.594005,8784,34654.900103
-22419148.36636,8784,34670.943225
-39594370.774061,8784,34687.044172
-71049215.996848,8784,34703.189844
-6133142.815514,8784,34719.288178
-17569673.662371,8784,34735.4685
-36462968.096662,8784,34751.600043
-7103763.695858,8784,34767.730292
-44033294.730119,8784,34783.828705
-48822395.296456,8784,34799.957533
-11007436.608926,8784,34816.056122
-17790708.782604,8784,34832.180233
-43999707.578648,8784,34848.398096
-9818177.657937,8784,34864.556139
-120899242.036122,8784,34880.711659
-9419463.951916,8784,34896.837232
-102665241.910467,8784,34913.047969
-43947711.942125,8784,34929.18944
-60065521.447915,8784,34945.349971
-14867572.749415,8784,34961.435766
-24358176.959801,8784,34977.610328
-40277388.459045,8784,34993.755294
-51681493.999845,8784,35009.918033
-35106299.324773,8784,35026.134974
-63708470.329116,8784,35042.288065
-57648372.680134,8784,35058.483823
-18191715.287991,8784,35074.688396
-9879040.072276,8784,35090.906049
-12224071.748673,8784,35107.527935
-43319956.810891,8784,35123.647859
-107438278.622797,8784,35139.736407
-8771745.909288,8784,35155.796981
-11328699.147666,8784,35172.012403
-31867956.827025,8784,35188.103309
-38533580.784296,8784,35204.219606
-17060390.165677,8784,35220.388063
-55467482.585395,8784,35236.71765
-24024691.504201,8784,35294.964894
-25442347.677598,8784,35311.07542
-8201027.365755,8784,35327.201343
-20331363.232499,8784,35343.266688
-39589299.730893,8784,35359.344144
-6940883.486391,8784,35375.456045
-24466736.077011,8784,35391.549651
-22031059.269114,8784,35407.543358
-13269511.696649,8784,35423.548676
-15270583.820751,8784,35439.597856
-19201527.40273,8784,35455.766631
-16420354.041286,8784,35471.79171
-15082606.808159,8784,35487.758761
-43539875.908667,8784,35503.792552
-9490329.297998,8784,35519.78152
-43427178.184634,8784,35535.853793
-11411675.29487,8784,35551.863027
-40362900.927782,8784,35567.915075
-7928638.06782,8784,35583.957819
-54690357.637476,8784,35600.034751
-25367530.923491,8784,35616.126823
-15794389.333251,8784,35632.148425
-35842275.839966,8784,35648.206298
-46822728.301689,8784,35664.304995
-11675604.308781,8784,35680.428096
-15388393.46779,8784,35696.491855
-34665684.367939,8784,35712.511127
-10943198.505926,8784,35728.541281
-5797917.375452,8784,35744.600563
-26627651.688425,8784,35760.637207
-25276707.012439,8784,35776.699396
-76254437.783196,8784,35792.764712
-42357247.54866,8784,35808.822308
-26029752.369084,8784,35824.927521
-55567796.116552,8784,35841.007996
-28267530.417771,8784,35857.148832
-30698148.330663,8784,35873.214819
-13922440.662928,8784,35889.321122
-44955534.216875,8784,35905.383598
-33246951.130114,8784,35921.502984
-34443561.778903,8784,35937.584184
-44756978.971652,8784,35953.673685
-34236716.077985,8784,35969.82593
-9725032.256429,8784,35985.914449
-6937640.816626,8784,36001.928405
-5290654.983994,8784,36017.973391
-16212488.615233,8784,36034.006457
-101521641.571235,8784,36050.08188
-43618672.789651,8784,36066.126086
-24179532.473866,8784,36082.213274
-37504193.288995,8784,36140.564835
-40911971.234558,8784,36156.642395
-34126712.224771,8784,36172.760986
-45005043.339977,8784,36188.832412
-105220285.904095,8784,36204.991863
-7561994.240681,8784,36221.128633
-21344519.610077,8784,36237.285341
-31911786.72093,8784,36253.426908
-6297508.949425,8784,36269.533398
-19821577.835031,8784,36285.601025
-30529293.742596,8784,36301.703091
-29320484.471591,8784,36317.765912
-18701297.105308,8784,36333.826664
-18845315.985748,8784,36349.936658
-10255785.044802,8784,36366.081912
-28469983.731659,8784,36382.237529
-10872179.407077,8784,36398.3922
-4983145.488778,8784,36414.4899
-4936743.850805,8784,36430.612725
-18736084.667249,8784,36446.746617
-30248511.249104,8784,36462.886745
-18445804.156734,8784,36479.081848
-55874848.809142,8784,36495.252494
-30380370.918029,8784,36511.412259
-13380635.997783,8784,36527.536011
-25815338.833832,8784,36543.698858
-10192045.678253,8784,36559.766248
-30038070.481448,8784,36575.829911
-48262015.154861,8784,36591.906941
-64944087.284871,8784,36608.031339
-52583278.556091,8784,36624.184494
-18849718.419149,8784,36640.322808
-18588796.006445,8784,36656.422298
-45961900.455353,8784,36672.562208
-9796636.877088,8784,36688.673049
-44137262.958571,8784,36704.834569
-36594556.001496,8784,36720.967973
-50747912.32366,8784,36737.117064
-15806122.100056,8784,36753.264909
-9690570.011475,8784,36769.408955
-10562803.06833,8784,36785.593548
