train/n_updates,time/total_timesteps,time/time_elapsed,train/learning_rate,time/fps,train/loss,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
18445380,18446400,,0.0001475000569216758,,2.2916032821740374e-05,0.527500025614754,,,,8784.0,-6217478.119163999
,18446400,34399,,536,,0.5275000000000001,-34749235.29576893,8784.0,2100,,
18480520,18481536,34463,0.00014740004553734064,536,1.3797471274301642e-05,0.5266,-34537661.28113447,8784.0,2104,,
18515660,18516672,34528,0.00014730003415300549,536,1.4588593649023096e-05,0.5256999999999998,-34508643.620132245,8784.0,2108,,
18550800,18551808,34592,0.00014720002276867033,536,1.2816818616556702e-05,0.5247999999999999,-35018253.37943834,8784.0,2112,,
18585940,18586944,34656,0.00014710001138433515,536,1.5566932188448845e-05,0.5239,-34505294.03587052,8784.0,2116,,
18621060,18622080,34721,0.00014700005692167578,536,1.7342451474178234e-05,0.5229999999999999,-34233468.98325867,8784.0,2120,,
18656200,18657216,34785,0.00014690004553734063,536,1.288744265366404e-05,0.5220999999999998,-34390658.41523065,8784.0,2124,,
18691340,18692352,34850,0.00014680003415300547,536,1.6257839388345018e-05,0.5211999999999999,-34939356.99142609,8784.0,2128,,
18726480,18727488,34915,0.00014670002276867032,536,1.4835698175375001e-05,0.5203,-36107758.172806084,8784.0,2132,,
18761620,18762624,34979,0.00014660001138433514,536,2.1760529443781705e-05,0.5194,-35760057.01721206,8784.0,2136,,
18796740,18797760,35044,0.00014650005692167577,536,1.7681475310382665e-05,0.5184999999999998,-36252528.992858805,8784.0,2140,,
18831880,18832896,35109,0.00014640004553734062,536,1.7877082609629723e-05,0.5176,-36590127.89381887,8784.0,2144,,
18867020,18868032,35174,0.00014630003415300546,536,1.3366204370868218e-05,0.5167,-36698818.16233627,8784.0,2148,,
18884580,18885600,,0.00014625005692167576,,1.333243658336869e-05,0.5162500256147542,,,,8784.0,-6227838.1767783
18902160,18903168,35280,0.0001462000227686703,535,1.4099184909355245e-05,0.5158,-36078880.44571072,8784.0,2152,,
18937300,18938304,35345,0.00014610001138433515,535,1.556715196784353e-05,0.5148999999999999,-35920662.264511,8784.0,2156,,
18972420,18973440,35409,0.00014600005692167579,535,1.6004950248316162e-05,0.514,-34992064.98102485,8784.0,2160,,
19007560,19008576,35473,0.00014590004553734063,535,1.4455594828177709e-05,0.5131000000000001,-34586645.096056044,8784.0,2164,,
19042700,19043712,35537,0.00014580003415300548,535,1.4751121307199356e-05,0.5122,-33675913.44277804,8784.0,2168,,
19077840,19078848,35602,0.00014570002276867032,535,1.3524131827580276e-05,0.5112999999999999,-33481060.170800913,8784.0,2172,,
19112980,19113984,35666,0.00014560001138433517,535,1.3679295943802571e-05,0.5104,-32790212.388096858,8784.0,2176,,
19148100,19149120,35730,0.00014550005692167577,535,1.609077116881963e-05,0.5095000000000001,-31782284.040395077,8784.0,2180,,
19183240,19184256,35794,0.00014540004553734065,535,1.2954666954101412e-05,0.5085999999999999,-32880105.335308127,8784.0,2184,,
19218380,19219392,35859,0.0001453000341530055,535,1.3962772027298342e-05,0.5076999999999998,-32847412.046237677,8784.0,2188,,
19253520,19254528,35923,0.00014520002276867034,535,1.790779879229376e-05,0.5067999999999999,-33162615.913992163,8784.0,2192,,
19288660,19289664,35987,0.00014510001138433518,536,1.4291610841610237e-05,0.5059,-32480834.15784519,8784.0,2196,,
19323780,19324800,,0.0001450000569216758,,1.5628534401912476e-05,0.505000025614754,,,,8784.0,-6220519.162123101
,19324800,36094,,535,,0.5049999999999999,-33228585.27651658,8784.0,2200,,
19358920,19359936,36158,0.00014490004553734063,535,1.864790260697191e-05,0.5040999999999998,-33336423.167061284,8784.0,2204,,
19394060,19395072,36223,0.00014480003415300548,535,1.3840588690072763e-05,0.5031999999999999,-33186103.946545243,8784.0,2208,,
19429200,19430208,36287,0.00014470002276867032,535,1.3370103306442616e-05,0.5023,-31748671.385555215,8784.0,2212,,
19464340,19465344,36352,0.00014460001138433517,535,1.59048184286803e-05,0.5014,-31658938.99573686,8784.0,2216,,
19499460,19500480,36416,0.00014450005692167578,535,1.390087707022758e-05,0.5004999999999998,-30742070.524162,8784.0,2220,,
19534600,19535616,36481,0.00014440004553734062,535,1.2910675923194504e-05,0.49959999999999993,-30981896.972178496,8784.0,2224,,
19569740,19570752,36545,0.00014430003415300547,535,1.4786382917009177e-05,0.49870000000000003,-29851079.521538552,8784.0,2228,,
19604880,19605888,36610,0.0001442000227686703,535,1.1839191984108766e-05,0.4977999999999999,-29536491.12316404,8784.0,2232,,
19640020,19641024,36674,0.00014410001138433516,535,1.47601596381719e-05,0.4968999999999998,-29409490.76445755,8784.0,2236,,
19675140,19676160,36739,0.00014400005692167576,535,1.4025064501765883e-05,0.4959999999999999,-28791333.79260428,8784.0,2240,,
19710280,19711296,36804,0.0001439000455373406,535,1.1585046559048351e-05,0.4951,-27953025.461671915,8784.0,2244,,
19745420,19746432,36868,0.00014380003415300548,535,1.1433591294007783e-05,0.4942,-28845774.63147265,8784.0,2248,,
19762980,19764000,,0.00014375005692167579,,1.522525694781507e-05,0.4937500256147541,,,,8784.0,-6117880.7394889
19780560,19781568,36975,0.00014370002276867033,534,1.321184720382007e-05,0.49330000000000007,-29634775.644549318,8784.0,2252,,
19815700,19816704,37040,0.00014360001138433517,535,1.3630551984533668e-05,0.49239999999999995,-29955411.34349915,8784.0,2256,,
19850820,19851840,37104,0.00014350005692167578,535,1.2786806792064453e-05,0.49150000000000005,-30214612.500759665,8784.0,2260,,
19885960,19886976,37169,0.00014340004553734062,535,1.673276124165568e-05,0.49060000000000015,-30537254.993134264,8784.0,2264,,
19921100,19922112,37234,0.00014330003415300547,535,1.4975216163293226e-05,0.4897,-30376055.99520866,8784.0,2268,,
19956240,19957248,37298,0.00014320002276867032,535,1.4646409817942186e-05,0.4887999999999999,-30718119.99042939,8784.0,2272,,
19991380,19992384,37363,0.0001431000113843352,535,1.6947284075286005e-05,0.4879,-31287830.302819744,8784.0,2276,,
20026500,20027520,37428,0.0001430000569216758,535,1.4340636971610365e-05,0.4870000000000001,-32499771.128631167,8784.0,2280,,
20061640,20062656,37493,0.0001429000455373406,535,1.7461506513427593e-05,0.4861,-32299240.28503076,8784.0,2284,,
20096780,20097792,37558,0.00014280003415300546,535,1.6767581337262526e-05,0.48519999999999996,-32272886.47537987,8784.0,2288,,
20131920,20132928,37623,0.0001427000227686703,535,1.6633496352369546e-05,0.48430000000000006,-31593311.346598305,8784.0,2292,,
20167060,20168064,37688,0.00014260001138433518,535,1.4198057078829151e-05,0.48340000000000016,-31948906.27934144,8784.0,2296,,
20202180,20203200,,0.00014250005692167578,,1.2888960600321298e-05,0.48250002561475414,,,,8784.0,-6058451.1383422995
,20203200,37795,,534,,0.48250000000000004,-31425750.494880747,8784.0,2300,,
20237320,20238336,37859,0.0001424000455373406,534,1.3485862928064307e-05,0.4815999999999999,-31043671.05964393,8784.0,2304,,
20272460,20273472,37924,0.00014230003415300545,534,1.1625633987932815e-05,0.4807,-30760642.193757623,8784.0,2308,,
20307600,20308608,37989,0.0001422000227686703,534,1.329269512098108e-05,0.4798000000000001,-31475677.664470997,8784.0,2312,,
20342740,20343744,38054,0.00014210001138433516,534,1.314000851380115e-05,0.4789,-31621096.328104347,8784.0,2316,,
20377860,20378880,38119,0.00014200005692167577,534,1.6875359187906723e-05,0.47799999999999987,-33203021.209076203,8784.0,2320,,
20413000,20414016,38184,0.00014190004553734062,534,1.573003764860914e-05,0.47709999999999997,-33022040.86411611,8784.0,2324,,
20448140,20449152,38249,0.00014180003415300546,534,1.3430086551124986e-05,0.47620000000000007,-33133615.47829078,8784.0,2328,,
20483280,20484288,38314,0.0001417000227686703,534,1.2468692284528516e-05,0.47530000000000006,-32440471.57794896,8784.0,2332,,
20518420,20519424,38378,0.00014160001138433515,534,1.5141996050260786e-05,0.47439999999999993,-32371524.528045505,8784.0,2336,,
20553540,20554560,38443,0.00014150005692167578,534,1.62022099175374e-05,0.47350000000000003,-32897687.763387617,8784.0,2340,,
20588680,20589696,38508,0.00014140004553734063,534,1.444034887754242e-05,0.47260000000000013,-33055557.032378722,8784.0,2344,,
20623820,20624832,38573,0.00014130003415300548,534,1.4582959147446673e-05,0.4717,-33301939.21623526,8784.0,2348,,
20641380,20642400,,0.00014125005692167578,,1.5713824359409047e-05,0.47125002561475393,,,,8784.0,-5937670.9531663
20658960,20659968,38680,0.00014120002276867032,534,1.4935378817426682e-05,0.4707999999999999,-32397761.73693584,8784.0,2352,,
20694100,20695104,38745,0.00014110001138433517,534,1.4287349313235608e-05,0.4699,-32220938.05928304,8784.0,2356,,
20729220,20730240,38810,0.0001410000569216758,534,1.5808557145646772e-05,0.4690000000000001,-32111571.506270472,8784.0,2360,,
20764360,20765376,38876,0.00014090004553734065,534,1.516973961770418e-05,0.46809999999999996,-32460025.58576213,8784.0,2364,,
20799500,20800512,38941,0.00014080003415300546,534,1.4391244485523203e-05,0.46719999999999995,-32682213.67938175,8784.0,2368,,
20834640,20835648,39006,0.0001407000227686703,534,1.2312107014622597e-05,0.46630000000000005,-32875264.04923172,8784.0,2372,,
20869780,20870784,39072,0.00014060001138433515,534,1.6825005150167272e-05,0.46540000000000015,-32110963.02999594,8784.0,2376,,
20904900,20905920,39137,0.0001405000569216758,534,1.4161291073833126e-05,0.4645,-30901743.04556651,8784.0,2380,,
20940040,20941056,39203,0.00014040004553734063,534,1.2516796050476842e-05,0.4635999999999999,-30373091.968404725,8784.0,2384,,
20975180,20976192,39268,0.00014030003415300545,534,1.3767783411822165e-05,0.4627,-30880199.85973571,8784.0,2388,,
21010320,21011328,39334,0.0001402000227686703,534,1.3664524567502668e-05,0.4618000000000001,-31341829.777676348,8784.0,2392,,
21045460,21046464,39399,0.00014010001138433514,534,2.1509834095922997e-05,0.4609,-31805442.891412713,8784.0,2396,,
21080580,21081600,,0.00014000005692167578,,1.3803856336380705e-05,0.46000002561475417,,,,8784.0,-5925780.2285496015
,21081600,39507,,533,,0.45999999999999985,-31666121.16808314,8784.0,2400,,
21115720,21116736,39572,0.00013990004553734062,533,1.3614386762128561e-05,0.45909999999999995,-31942693.24137069,8784.0,2404,,
21150860,21151872,39638,0.00013980003415300547,533,1.4649702370661543e-05,0.45820000000000005,-31455446.24725862,8784.0,2408,,
21186000,21187008,39703,0.0001397000227686703,533,1.2895062855022844e-05,0.45730000000000004,-31405880.4046764,8784.0,2412,,
21221140,21222144,39768,0.00013960001138433516,533,1.5026756409497466e-05,0.4563999999999999,-32274807.80660813,8784.0,2416,,
21256260,21257280,39833,0.0001395000569216758,533,1.5984102628863183e-05,0.4555,-32479530.15265965,8784.0,2420,,
21291400,21292416,39899,0.00013940004553734064,533,1.5511203127971384e-05,0.4546000000000001,-32268529.05459063,8784.0,2424,,
21326540,21327552,39964,0.00013930003415300548,533,1.497261810072814e-05,0.4537,-32614752.394163862,8784.0,2428,,
21361680,21362688,40030,0.00013920002276867033,533,1.908755634758563e-05,0.45279999999999987,-33313640.83167994,8784.0,2432,,
21396820,21397824,40095,0.00013910001138433517,533,1.6525782893950235e-05,0.45189999999999997,-33228033.66695978,8784.0,2436,,
21431940,21432960,40160,0.0001390000569216758,533,1.4149008393360418e-05,0.45100000000000007,-32641639.329126667,8784.0,2440,,
21467080,21468096,40226,0.00013890004553734065,533,1.8148312165067182e-05,0.45009999999999994,-32502739.084507793,8784.0,2444,,
21502220,21503232,40291,0.0001388000341530055,533,1.4378502146428219e-05,0.44919999999999993,-31134805.373334184,8784.0,2448,,
21519780,21520800,,0.0001387500569216758,,1.3835924391969456e-05,0.4487500256147541,,,,8784.0,-6220048.132593299
21537360,21538368,40399,0.00013870002276867031,533,1.3653145970238256e-05,0.44830000000000003,-31019071.060225796,8784.0,2452,,
21572500,21573504,40464,0.00013860001138433516,533,1.3132523963577115e-05,0.44740000000000013,-31634064.78736976,8784.0,2456,,
21607620,21608640,40529,0.0001385000569216758,533,1.3791194442092092e-05,0.4465,-31788340.286915116,8784.0,2460,,
21642760,21643776,40595,0.00013840004553734064,533,1.525376997051353e-05,0.4455999999999999,-31457586.957976952,8784.0,2464,,
21677900,21678912,40660,0.00013830003415300548,533,1.3524209657589381e-05,0.4447,-31975295.486257207,8784.0,2468,,
21713040,21714048,40726,0.0001382000227686703,533,1.3743995032200473e-05,0.4438000000000001,-31753882.891999852,8784.0,2472,,
21748180,21749184,40791,0.00013810001138433515,533,1.3778605125480681e-05,0.44289999999999996,-31653856.53729154,8784.0,2476,,
21783300,21784320,40857,0.00013800005692167578,533,1.3566122152042227e-05,0.44199999999999984,-31569919.939421285,8784.0,2480,,
21818440,21819456,40922,0.00013790004553734063,533,1.4893432035023579e-05,0.44109999999999994,-31692556.211901654,8784.0,2484,,
21853580,21854592,40988,0.00013780003415300547,533,1.6018237056414363e-05,0.44020000000000004,-30727766.710396312,8784.0,2488,,
21888720,21889728,41053,0.00013770002276867032,533,1.4980934247432743e-05,0.4393,-30134111.391544577,8784.0,2492,,
21923860,21924864,41119,0.00013760001138433516,533,1.6020706152630736e-05,0.4383999999999999,-29917119.55402516,8784.0,2496,,
21958980,21960000,,0.00013750005692167577,,1.438492415672954e-05,0.4375000256147541,,,,8784.0,-6081362.6783813
,21960000,41227,,532,,0.4375,-30380579.009778805,8784.0,2500,,
21994120,21995136,41293,0.00013740004553734061,532,1.6073163510554878e-05,0.4366000000000001,-29740141.620451797,8784.0,2504,,
22029260,22030272,41359,0.0001373000341530055,532,1.4009404276293936e-05,0.4357,-30431467.051948976,8784.0,2508,,
22064400,22065408,41424,0.00013720002276867033,532,1.4199505176293315e-05,0.43479999999999985,-30158286.258398607,8784.0,2512,,
22099540,22100544,41490,0.00013710001138433518,532,1.9682840456880512e-05,0.43389999999999995,-29798132.933455553,8784.0,2516,,
22134660,22135680,41556,0.00013700005692167578,532,1.7464438860770316e-05,0.43300000000000005,-29425214.47745548,8784.0,2520,,
22169800,22170816,41622,0.00013690004553734063,532,1.718429821266909e-05,0.43209999999999993,-29689864.24221671,8784.0,2524,,
22204940,22205952,41687,0.00013680003415300547,532,1.3926685232945601e-05,0.4311999999999999,-29566219.27035236,8784.0,2528,,
22240080,22241088,41754,0.00013670002276867032,532,1.3082634404781857e-05,0.4303,-28551596.238336142,8784.0,2532,,
22275220,22276224,41820,0.00013660001138433517,532,1.3758666068497404e-05,0.4294000000000001,-28735955.15891765,8784.0,2536,,
22310340,22311360,41885,0.00013650005692167577,532,1.4506512707157527e-05,0.4285,-29819753.76529937,8784.0,2540,,
22345480,22346496,41951,0.00013640004553734062,532,1.604903241059219e-05,0.42759999999999987,-30294456.924670868,8784.0,2544,,
22380620,22381632,42017,0.00013630003415300546,532,1.4492582977254642e-05,0.42669999999999997,-30795176.663973693,8784.0,2548,,
22398180,22399200,,0.0001362500569216758,,1.4428479335037992e-05,0.4262500256147541,,,,8784.0,-6080743.6914206
22415760,22416768,42126,0.0001362000227686703,532,1.567870267535909e-05,0.42580000000000007,-30916986.332324047,8784.0,2552,,
22450900,22451904,42191,0.00013610001138433515,532,1.3744319812758476e-05,0.42489999999999994,-29721575.02220336,8784.0,2556,,
22486020,22487040,42257,0.00013600005692167576,532,1.803461418603547e-05,0.4239999999999998,-29305218.63888327,8784.0,2560,,
22521160,22522176,42323,0.0001359000455373406,532,1.1602753625084006e-05,0.4230999999999999,-29188137.313217215,8784.0,2564,,
22556300,22557312,42389,0.00013580003415300545,532,1.2192602343930049e-05,0.4222,-28439673.80485167,8784.0,2568,,
22591440,22592448,42455,0.00013570002276867032,532,1.3752458562521496e-05,0.4213,-28519027.87105876,8784.0,2572,,
22626580,22627584,42522,0.00013560001138433517,532,1.2139089585616603e-05,0.4203999999999999,-28435615.46234612,8784.0,2576,,
22661700,22662720,42588,0.00013550005692167577,532,1.3764151435680106e-05,0.4195,-28776131.211424638,8784.0,2580,,
22696840,22697856,42655,0.00013540004553734062,532,1.3316970694177144e-05,0.4186000000000001,-29349694.630119953,8784.0,2584,,
22731980,22732992,42722,0.00013530003415300547,532,1.2201958111290877e-05,0.41769999999999996,-29520635.053184964,8784.0,2588,,
22767120,22768128,42788,0.0001352000227686703,532,1.3968387065688148e-05,0.41679999999999984,-29880128.386016987,8784.0,2592,,
22802260,22803264,42858,0.00013510001138433516,532,1.3241913256933912e-05,0.41589999999999994,-29562763.30051582,8784.0,2596,,
22837380,22838400,,0.0001350000569216758,,1.2487300364227848e-05,0.415000025614754,,,,8784.0,-6069305.833899301
,22838400,42967,,531,,0.41500000000000004,-28620394.773783933,8784.0,2600,,
22872520,22873536,43038,0.00013490004553734063,531,1.4191503987603938e-05,0.4140999999999999,-29010231.684233822,8784.0,2604,,
22907660,22908672,43103,0.00013480003415300548,531,1.475251438023406e-05,0.4131999999999999,-28238148.576669928,8784.0,2608,,
22942800,22943808,43168,0.00013470002276867033,531,1.136496637172968e-05,0.4123,-27684125.62606888,8784.0,2612,,
22977940,22978944,43235,0.00013460001138433514,531,1.1908715441677486e-05,0.4114000000000001,-27401544.959445797,8784.0,2616,,
23013060,23014080,43301,0.00013450005692167578,531,1.771146596638573e-05,0.4105,-26590721.70507418,8784.0,2620,,
23048200,23049216,43367,0.00013440004553734062,531,1.5124484298212337e-05,0.40959999999999985,-26473516.99251188,8784.0,2624,,
23083340,23084352,43433,0.00013430003415300547,531,1.2295430951780873e-05,0.40869999999999995,-26728956.443355422,8784.0,2628,,
23118480,23119488,43499,0.00013420002276867031,531,1.0755724747468776e-05,0.40780000000000005,-26734308.197394915,8784.0,2632,,
23153620,23154624,43565,0.00013410001138433513,531,1.4633843738920404e-05,0.40689999999999993,-26234723.193331305,8784.0,2636,,
23188740,23189760,43631,0.00013400005692167576,531,1.2804329003301973e-05,0.4059999999999998,-25586194.43955522,8784.0,2640,,
23223880,23224896,43697,0.0001339000455373406,531,1.622069194127107e-05,0.4050999999999999,-25119086.175879825,8784.0,2644,,
23259020,23260032,43763,0.00013380003415300546,531,1.7729419687384508e-05,0.4042,-25422357.727372304,8784.0,2648,,
23276580,23277600,,0.00013375005692167576,,1.2097262333554681e-05,0.40375002561475426,,,,8784.0,-6177209.0572796
23294160,23295168,43872,0.0001337000227686703,530,1.4380533525581995e-05,0.4033,-25144169.90596155,8784.0,2652,,
23329300,23330304,43938,0.00013360001138433515,530,1.70744410752377e-05,0.40239999999999987,-26689524.011217836,8784.0,2656,,
23364420,23365440,44004,0.00013350005692167578,530,1.3960394971945788e-05,0.40149999999999997,-27546659.17021604,8784.0,2660,,
23399560,23400576,44070,0.00013340004553734063,530,1.5433700627909275e-05,0.40060000000000007,-27695027.179492343,8784.0,2664,,
23434700,23435712,44137,0.00013330003415300547,530,1.5101397866601474e-05,0.39969999999999994,-27913365.26537435,8784.0,2668,,
23469840,23470848,44203,0.00013320002276867032,530,1.4389742818821106e-05,0.3987999999999998,-28046180.45087669,8784.0,2672,,
23504980,23505984,44269,0.00013310001138433516,530,1.290765239900793e-05,0.3978999999999999,-28493781.942497455,8784.0,2676,,
23540100,23541120,44336,0.0001330000569216758,530,1.53322670939815e-05,0.397,-28671249.81285836,8784.0,2680,,
23575240,23576256,44402,0.00013290004553734064,530,1.446217156626517e-05,0.3960999999999999,-28418881.081064545,8784.0,2684,,
23610380,23611392,44469,0.00013280003415300549,530,1.4597861672882573e-05,0.3951999999999999,-28212491.81653822,8784.0,2688,,
23645520,23646528,44535,0.00013270002276867033,530,1.5346111649705562e-05,0.3943,-28160348.454545077,8784.0,2692,,
23680660,23681664,44602,0.00013260001138433518,530,1.5231445695462753e-05,0.3934000000000001,-28713018.11012985,8784.0,2696,,
23715780,23716800,,0.0001325000569216758,,1.2077149540345999e-05,0.39250002561475406,,,,8784.0,-5919744.5584263
,23716800,44710,,530,,0.39249999999999996,-28670433.354456462,8784.0,2700,,
23750920,23751936,44777,0.00013240004553734063,530,1.534866478323238e-05,0.39159999999999984,-28528104.74913284,8784.0,2704,,
23786060,23787072,44843,0.00013230003415300547,530,1.3679557605428272e-05,0.39069999999999994,-28765867.80057829,8784.0,2708,,
23821200,23822208,44910,0.00013220002276867032,530,1.5317513589252486e-05,0.38980000000000004,-28798629.44190424,8784.0,2712,,
23856340,23857344,44977,0.00013210001138433516,530,1.468955913423997e-05,0.3888999999999999,-28957263.7495313,8784.0,2716,,
23891460,23892480,45043,0.0001320000569216758,530,1.3029197361902334e-05,0.3879999999999998,-29899553.093033534,8784.0,2720,,
23926600,23927616,45110,0.00013190004553734062,530,1.2812224485969637e-05,0.3870999999999999,-29555666.88871685,8784.0,2724,,
23961740,23962752,45177,0.00013180003415300546,530,1.4390254955287674e-05,0.3862,-29309303.576241404,8784.0,2728,,
23996880,23997888,45244,0.0001317000227686703,530,1.735916694087791e-05,0.3853,-29395492.209419858,8784.0,2732,,
24032020,24033024,45310,0.00013160001138433515,530,1.242861485479807e-05,0.38439999999999985,-29097844.13171687,8784.0,2736,,
24067140,24068160,45377,0.00013150005692167579,530,1.2163597057224252e-05,0.38349999999999995,-28111723.69093149,8784.0,2740,,
24102280,24103296,45444,0.00013140004553734063,530,1.6284493040075176e-05,0.38260000000000005,-28704808.55842601,8784.0,2744,,
24137420,24138432,45511,0.00013130003415300548,530,1.4804496458964422e-05,0.38169999999999993,-27758073.753701333,8784.0,2748,,
24154980,24156000,,0.00013125005692167578,,1.2325962370596243e-05,0.3812500256147541,,,,8784.0,-5977391.4398073
24172560,24173568,45619,0.00013120002276867032,529,1.2379239092297211e-05,0.3808,-27682467.606633626,8784.0,2752,,
24207700,24208704,45686,0.00013110001138433517,529,1.5033578984002816e-05,0.3798999999999999,-26694643.246873215,8784.0,2756,,
24242820,24243840,45753,0.00013100005692167577,529,1.2930603361382964e-05,0.379,-26558699.762849636,8784.0,2760,,
24277960,24278976,45820,0.00013090004553734062,529,1.5354721654148307e-05,0.3781000000000001,-26631046.44229198,8784.0,2764,,
24313100,24314112,45887,0.0001308000341530055,529,1.2039962325616215e-05,0.3772,-26443394.017653994,8784.0,2768,,
24348240,24349248,45954,0.00013070002276867034,529,1.225809419338475e-05,0.37629999999999997,-25865796.98806121,8784.0,2772,,
24383380,24384384,46021,0.00013060001138433518,529,1.2052872853018925e-05,0.37540000000000007,-25476558.401244536,8784.0,2776,,
24418500,24419520,46087,0.0001305000569216758,529,1.1230136146878067e-05,0.37450000000000017,-25501239.553995382,8784.0,2780,,
24453640,24454656,46154,0.00013040004553734063,529,1.1277061184955528e-05,0.37360000000000004,-24719700.577633753,8784.0,2784,,
24488780,24489792,46221,0.00013030003415300548,529,1.0676676470211533e-05,0.3726999999999999,-24690016.02955771,8784.0,2788,,
24523920,24524928,46287,0.00013020002276867032,529,1.2309809380894877e-05,0.3718,-24846071.115658592,8784.0,2792,,
24559060,24560064,46354,0.00013010001138433517,529,1.2522743782028556e-05,0.3709000000000001,-24322748.28017488,8784.0,2796,,
24594180,24595200,,0.00013000005692167578,,1.0636451861500973e-05,0.3700000256147541,,,,8784.0,-5973271.2006204
,24595200,46463,,529,,0.37,-25234954.07355777,8784.0,2800,,
24629320,24630336,46530,0.00012990004553734062,529,1.2128105231568042e-05,0.3690999999999999,-24939546.539490357,8784.0,2804,,
24664460,24665472,46596,0.00012980003415300547,529,1.337787175543781e-05,0.36819999999999997,-24661006.411858182,8784.0,2808,,
24699600,24700608,46663,0.0001297000227686703,529,1.692386740614893e-05,0.36730000000000007,-25594576.287989825,8784.0,2812,,
24734740,24735744,46729,0.00012960001138433516,529,1.2543672164611053e-05,0.36640000000000006,-25078144.024226326,8784.0,2816,,
24769860,24770880,46796,0.00012950005692167576,529,1.185938160688238e-05,0.36549999999999994,-23729153.35396883,8784.0,2820,,
24805000,24806016,46863,0.0001294000455373406,529,1.2419810173014411e-05,0.36460000000000004,-23737720.71705062,8784.0,2824,,
24840140,24841152,46936,0.00012930003415300545,529,1.2242126786077279e-05,0.36370000000000013,-23209019.98021257,8784.0,2828,,
24875280,24876288,47003,0.00012920002276867033,529,1.3056395482635708e-05,0.3628,-23908741.23494497,8784.0,2832,,
24910420,24911424,47069,0.00012910001138433517,529,1.2023762951685058e-05,0.3618999999999999,-24250221.9096786,8784.0,2836,,
24945540,24946560,47136,0.00012900005692167578,529,1.1135014915453212e-05,0.361,-24925945.134496745,8784.0,2840,,
24980680,24981696,47202,0.00012890004553734062,529,1.1521983788043144e-05,0.3601000000000001,-23986664.97640563,8784.0,2844,,
25015820,25016832,47269,0.00012880003415300547,529,1.2184435900053358e-05,0.35919999999999996,-24493330.139394566,8784.0,2848,,
25033380,25034400,,0.0001287500569216758,,1.3868730502508696e-05,0.358750025614754,,,,8784.0,-6215468.558447201
25050960,25051968,47378,0.00012870002276867032,528,1.0893888020291343e-05,0.35829999999999995,-24535016.124650143,8784.0,2852,,
25086100,25087104,47444,0.00012860001138433516,528,1.0205487865277973e-05,0.35740000000000005,-24362037.195921887,8784.0,2856,,
25121220,25122240,47511,0.0001285000569216758,528,1.2288816560612758e-05,0.35650000000000015,-24851011.23695293,8784.0,2860,,
25156360,25157376,47578,0.00012840004553734064,528,1.2921730058224056e-05,0.3556,-24396175.09022794,8784.0,2864,,
25191500,25192512,47644,0.00012830003415300546,528,1.162317194030038e-05,0.3546999999999999,-24578856.56252853,8784.0,2868,,
25226640,25227648,47711,0.0001282000227686703,528,1.279550481285696e-05,0.3538,-24368352.08752006,8784.0,2872,,
25261780,25262784,47778,0.00012810001138433515,528,1.2051569001414464e-05,0.3529000000000001,-24690076.351415105,8784.0,2876,,
25296900,25297920,47845,0.00012800005692167578,528,1.2445850643416634e-05,0.352,-24925863.500339065,8784.0,2880,,
25332040,25333056,47911,0.00012790004553734063,528,1.1867689863720443e-05,0.35109999999999986,-25431558.104491185,8784.0,2884,,
25367180,25368192,47978,0.00012780003415300545,528,1.2376416816550772e-05,0.35019999999999996,-25938909.524453845,8784.0,2888,,
25402320,25403328,48045,0.0001277000227686703,528,1.3947033312433633e-05,0.34930000000000005,-26438228.12880397,8784.0,2892,,
25437460,25438464,48112,0.00012760001138433514,528,1.3580153017755947e-05,0.34840000000000004,-26521923.095895074,8784.0,2896,,
25472580,25473600,,0.00012750005692167577,,1.0253433310936089e-05,0.34750002561475424,,,,8784.0,-6170596.906977
,25473600,48221,,528,,0.3474999999999999,-26114356.96665988,8784.0,2900,,
25507720,25508736,48289,0.00012740004553734062,528,1.4243472423913773e-05,0.3466,-26838473.00840514,8784.0,2904,,
25542860,25543872,48356,0.00012730003415300546,528,1.4217538046068512e-05,0.3457000000000001,-26955328.67904605,8784.0,2908,,
25578000,25579008,48423,0.0001272000227686703,528,1.5452413799721397e-05,0.3448,-27192421.83971977,8784.0,2912,,
25613140,25614144,48490,0.00012710001138433515,528,1.553030879222206e-05,0.3438999999999999,-27755263.732748304,8784.0,2916,,
25648260,25649280,48558,0.00012700005692167578,528,1.384128418067121e-05,0.34299999999999997,-28328379.485762097,8784.0,2920,,
25683400,25684416,48625,0.00012690004553734063,528,1.2723891313726198e-05,0.34210000000000007,-28341014.680927563,8784.0,2924,,
25718540,25719552,48693,0.00012680003415300548,528,1.5618009365425677e-05,0.34119999999999995,-28514764.93101696,8784.0,2928,,
25753680,25754688,48760,0.00012670002276867032,528,1.4923680828360375e-05,0.34029999999999994,-27544080.020761024,8784.0,2932,,
25788820,25789824,48828,0.00012660001138433517,528,1.335344363724289e-05,0.33940000000000003,-27145221.52353045,8784.0,2936,,
25823940,25824960,48895,0.0001265000569216758,528,1.361995362003654e-05,0.33850000000000013,-27537870.712837234,8784.0,2940,,
25859080,25860096,48963,0.00012640004553734065,528,1.3889569618186216e-05,0.3376,-28024403.61926262,8784.0,2944,,
