train/n_updates,time/total_timesteps,time/time_elapsed,train/learning_rate,time/fps,train/loss,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
2072020,2073024,3745,0.00019410001138433515,553,3.4826214869099206e-05,0.9469000000000001,-58037309.69596618,8784.0,236,,
2107140,2108160,3806,0.0001940000569216758,553,3.43879752108478e-05,0.946,-58610003.07319869,8784.0,240,,
2142280,2143296,3868,0.00019390004553734063,554,3.979076282121241e-05,0.9451,-58117408.029300116,8784.0,244,,
2177420,2178432,3935,0.00019380003415300548,553,3.365844959262177e-05,0.9441999999999999,-56031899.813313,8784.0,248,,
2194980,2196000,,0.00019375005692167578,,3.551483787305188e-05,0.9437500256147541,,,,8784.0,-6478206.5239864
2212560,2213568,4039,0.00019370002276867032,548,4.2276105705241204e-05,0.9433,-55081714.12381282,8784.0,252,,
2247700,2248704,4099,0.00019360001138433517,548,3.5785764339379966e-05,0.9423999999999999,-55255924.06090964,8784.0,256,,
2282820,2283840,4160,0.00019350005692167577,548,2.9630686913151295e-05,0.9415,-54460554.80493388,8784.0,260,,
2317960,2318976,4221,0.00019340004553734065,549,3.3276097019552255e-05,0.9406,-54702177.26100243,8784.0,264,,
2353100,2354112,4282,0.0001933000341530055,549,2.6463156973477454e-05,0.9397000000000001,-56441370.51485747,8784.0,268,,
2388240,2389248,4343,0.00019320002276867034,550,2.9350757631618763e-05,0.9388,-55037996.47679547,8784.0,272,,
2423380,2424384,4404,0.00019310001138433516,550,3.487295589366113e-05,0.9379000000000001,-56869294.526504755,8784.0,276,,
2458500,2459520,4465,0.00019300005692167576,550,3.1735080847283824e-05,0.9369999999999999,-57384327.511063024,8784.0,280,,
2493640,2494656,4526,0.00019290004553734064,551,2.7074585614172974e-05,0.9361,-56092993.780475706,8784.0,284,,
2528780,2529792,4587,0.00019280003415300548,551,3.8786933782830604e-05,0.9351999999999999,-54114406.964455634,8784.0,288,,
2563920,2564928,4648,0.00019270002276867033,551,3.148341556880041e-05,0.9343,-52221176.58981782,8784.0,292,,
2599060,2600064,4709,0.00019260001138433517,552,3.063303420276497e-05,0.9333999999999999,-53827918.502874784,8784.0,296,,
2634180,2635200,,0.00019250005692167578,,2.8961344014533097e-05,0.9325000256147542,,,,8784.0,-6433868.4724604
,2635200,4813,,547,,0.9325,-54477898.60391888,8784.0,300,,
2669320,2670336,4874,0.00019240004553734062,547,3.679610927065369e-05,0.9316,-52021159.09109416,8784.0,304,,
2704460,2705472,4935,0.00019230003415300547,548,2.52806105891068e-05,0.9307000000000001,-51489812.45350995,8784.0,308,,
2739600,2740608,4996,0.00019220002276867034,548,3.220365097149625e-05,0.9298,-50739391.88888445,8784.0,312,,
2774740,2775744,5057,0.00019210001138433516,548,3.0999873979453695e-05,0.9289000000000001,-52523100.19572687,8784.0,316,,
2809860,2810880,5118,0.00019200005692167577,549,2.5588006110410788e-05,0.9279999999999999,-53041893.002633095,8784.0,320,,
2845000,2846016,5180,0.0001919000455373406,549,2.629994769449695e-05,0.9271,-51866481.8240833,8784.0,324,,
2880140,2881152,5241,0.00019180003415300548,549,3.1176787706499455e-05,0.9261999999999999,-51371515.73812066,8784.0,328,,
2915280,2916288,5302,0.00019170002276867033,549,3.320202413306106e-05,0.9253,-51426654.89993778,8784.0,332,,
2950420,2951424,5363,0.00019160001138433517,550,3.2461502996739e-05,0.9243999999999999,-52148212.39591783,8784.0,336,,
2985540,2986560,5424,0.00019150005692167578,550,3.102746750300866e-05,0.9235,-50229618.154959306,8784.0,340,,
3020680,3021696,5486,0.00019140004553734063,550,3.092704555456294e-05,0.9226,-52108516.05445146,8784.0,344,,
3055820,3056832,5547,0.00019130003415300547,551,2.2920149785932153e-05,0.9217000000000001,-50707371.031006835,8784.0,348,,
3073380,3074400,,0.0001912500569216758,,2.9931241260783282e-05,0.921250025614754,,,,8784.0,-6217024.9220404
3090960,3091968,5651,0.00019120002276867032,547,2.6326144961785758e-05,0.9208,-50191186.046258554,8784.0,352,,
3126100,3127104,5712,0.00019110001138433516,547,2.5016760537255324e-05,0.9199,-51988323.78585742,8784.0,356,,
3161220,3162240,5773,0.00019100005692167577,547,2.8450331046769862e-05,0.9189999999999999,-53202207.611422576,8784.0,360,,
3196360,3197376,5835,0.00019090004553734061,547,2.8255378038011258e-05,0.9181,-52835625.921544224,8784.0,364,,
3231500,3232512,5896,0.00019080003415300546,548,2.5298875971202506e-05,0.9171999999999999,-52596684.142122775,8784.0,368,,
3266640,3267648,5957,0.0001907000227686703,548,2.462837815073726e-05,0.9163,-54196572.59357959,8784.0,372,,
3301780,3302784,6019,0.00019060001138433518,548,3.314964988021529e-05,0.9153999999999999,-53111349.71525604,8784.0,376,,
3336900,3337920,6080,0.00019050005692167578,548,2.626188352223835e-05,0.9145,-53112295.10872211,8784.0,380,,
3372040,3373056,6141,0.00019040004553734063,549,3.1398174451169324e-05,0.9136,-54446539.40201226,8784.0,384,,
3407180,3408192,6203,0.00019030003415300547,549,2.8336516425042647e-05,0.9127000000000001,-56146137.07759352,8784.0,388,,
3442320,3443328,6264,0.00019020002276867032,549,3.0010658156243154e-05,0.9117999999999999,-55704499.86874047,8784.0,392,,
3477460,3478464,6326,0.00019010001138433516,549,2.8572379051183816e-05,0.9109,-54340190.50438618,8784.0,396,,
3512580,3513600,,0.00019000005692167577,,2.7250414041191108e-05,0.910000025614754,,,,8784.0,-6120654.9711989
,3513600,6430,,546,,0.9099999999999999,-56203436.91032644,8784.0,400,,
3547720,3548736,6491,0.00018990004553734062,546,2.8126050983701135e-05,0.9091,-56567251.541132145,8784.0,404,,
3582860,3583872,6553,0.00018980003415300546,546,2.5001859921758295e-05,0.9081999999999999,-56744445.486302346,8784.0,408,,
